"","GEOID","year","pm25_ori"
"136",38085,2001,7.9167729260274
"137",48127,2001,7.29142034520548
"138",27045,2001,11.1203125401826
"139",45023,2001,13.5186927409713
"140",27073,2001,9.86984418538811
"141",49005,2001,10.4172565135932
"142",55093,2001,10.6532817547945
"143",13049,2001,11.0323746931507
"144",13233,2001,15.0103355729941
"145",17113,2001,13.4440874517875
"146",23001,2001,10.3620512721135
"147",16055,2001,9.65182300624658
"148",32003,2001,9.37870629689177
"149",20147,2001,8.66954222374428
"150",31089,2001,8.19589161917808
"151",29101,2001,11.3704886231354
"152",55063,2001,11.2402332316712
"153",22021,2001,11.4082974785388
"154",21061,2001,14.0563640705479
"155",17005,2001,13.204914709589
"156",17009,2001,11.9871035054795
"157",27085,2001,10.6585787373777
"158",55033,2001,10.1739348726027
"159",8027,2001,6.92486357260274
"160",29123,2001,11.7931308292237
"161",48353,2001,8.03004841205479
"162",42127,2001,11.8187706019569
"163",36091,2001,11.8531966001096
"164",48041,2001,9.81363631800389
"165",40095,2001,10.7619520130137
"166",24001,2001,14.6473479942823
"167",54103,2001,14.9027437441096
"168",55053,2001,10.3352876679452
"169",41007,2001,7.11027391392693
"170",53041,2001,8.75229426342466
"171",36003,2001,11.2317063057955
"172",19031,2001,12.2774253156164
"173",18117,2001,15.0484660684931
"174",13089,2001,17.2686081870004
"175",13227,2001,14.506221783105
"176",30015,2001,7.24598501917808
"177",31017,2001,7.3762424
"178",47013,2001,14.0034123753424
"179",37069,2001,13.6199355369863
"180",24510,2001,16.5895274566986
"181",20111,2001,10.0526101400685
"182",19027,2001,10.2479598205479
"183",22107,2001,11.1334521589041
"184",47123,2001,14.4063829346379
"185",20075,2001,8.3792413369863
"186",19151,2001,10.352461543379
"187",16045,2001,9.61818338082191
"188",5063,2001,12.2899947386986
"189",5085,2001,13.5640308681507
"190",18111,2001,12.9458443684931
"191",13119,2001,15.0322047879452
"192",12051,2001,9.84916498786691
"193",13265,2001,13.6785208493151
"194",48245,2001,11.4916750519406
"195",30059,2001,7.33510388219178
"196",8067,2001,6.56140830246575
"197",48027,2001,9.59025351409903
"198",28069,2001,12.0554988123288
"199",5019,2001,12.4340945073973
"200",41035,2001,8.80650804931507
"201",36075,2001,11.2943924865375
"202",1019,2001,14.5219319515981
"203",48019,2001,7.62299612986301
"204",30087,2001,7.62870279178082
"205",35059,2001,6.55889104931507
"206",26153,2001,8.61349715525113
"207",36111,2001,11.8652020071699
"208",34007,2001,15.8164825828713
"209",17083,2001,13.1691109972602
"210",51085,2001,13.7656178565813
"211",20199,2001,8.21941493972603
"212",26003,2001,8.36012587305935
"213",5049,2001,11.2074117547945
"214",48215,2001,9.63463721578371
"215",37155,2001,13.6627302302253
"216",26123,2001,11.8547096704857
"217",41049,2001,8.08892950410959
"218",27153,2001,9.55661323664384
"219",5083,2001,11.7678080479452
"220",37109,2001,14.7637213814307
"221",5091,2001,12.8488790570776
"222",12095,2001,10.7201644066971
"223",8111,2001,6.13976388767123
"224",16041,2001,10.0743571767123
"225",13045,2001,14.6027340946011
"226",20161,2001,10.0196344362035
"227",48413,2001,7.1947759260274
"228",51167,2001,12.818973065362
"229",37027,2001,14.0096128949234
"230",16065,2001,9.83111224520547
"231",18173,2001,16.031058913325
"232",21001,2001,13.7342851213307
"233",21077,2001,15.4702373342466
"234",21097,2001,14.6414949309589
"235",23023,2001,10.2805367503425
"236",30097,2001,7.20797080273973
"237",48181,2001,11.2600270226554
"238",42059,2001,15.5041440745814
"239",20051,2001,8.66997436529679
"240",1065,2001,12.4652683255708
"241",1105,2001,12.4379840876712
"242",1033,2001,13.4060067131115
"243",20151,2001,8.85844603744291
"244",21017,2001,14.8996828739726
"245",47149,2001,13.9703602544031
"246",13075,2001,12.7995631678082
"247",20101,2001,8.8244545260274
"248",40059,2001,8.05258536986301
"249",17147,2001,13.7088684554795
"250",48107,2001,8.47149226849314
"251",1063,2001,12.2797405908676
"252",16033,2001,8.02049958630137
"253",19109,2001,10.4710364872146
"254",38013,2001,8.25363876438356
"255",37063,2001,14.4326282627854
"256",19085,2001,10.2017790334247
"257",31103,2001,7.55626598630137
"258",19187,2001,10.4949561226027
"259",17151,2001,12.8668198767123
"260",47159,2001,13.3451910071233
"261",51089,2001,13.7836427066536
"262",51510,2001,15.709462516222
"263",19101,2001,11.2578263993151
"264",30049,2001,7.7558061882583
"265",49013,2001,8.1653526045662
"266",40003,2001,9.73408559726026
"267",48119,2001,11.307772890411
"268",47169,2001,13.6908198561644
"269",21193,2001,13.1044298452055
"270",46039,2001,9.1527472630137
"271",41029,2001,9.75392229134646
"272",48507,2001,7.50489584109589
"273",31007,2001,7.9637252630137
"274",19121,2001,10.0490172968036
"275",12011,2001,8.91262400149507
"276",13279,2001,11.941511992694
"277",26151,2001,12.4530811906392
"278",48397,2001,11.8571973165629
"279",26163,2001,16.1105320106849
"280",27105,2001,10.2001946461187
"281",27001,2001,8.49828056301369
"282",38071,2001,8.32198772328766
"283",37145,2001,13.9426129757338
"284",20195,2001,8.34580657808219
"285",28151,2001,12.9589562715212
"286",48133,2001,8.39498410410959
"287",28055,2001,11.8186081506849
"288",48123,2001,7.72748675232877
"289",48005,2001,11.3366782270749
"290",45081,2001,13.5666706794521
"291",29125,2001,12.8813688968036
"292",5001,2001,13.0082846085616
"293",29109,2001,11.6673270309197
"294",51540,2001,13.0570151755708
"295",17011,2001,13.1913564139726
"296",39145,2001,15.0171053071233
"297",37115,2001,12.5842279118721
"298",16053,2001,9.03359081150685
"299",39163,2001,14.4232243388128
"300",48309,2001,10.4780452874026
"301",16037,2001,6.49994643287671
"302",19089,2001,10.9987093707762
"303",12099,2001,8.18009590332912
"304",13181,2001,13.4486503123288
"305",1013,2001,11.780197079452
"306",47165,2001,14.2242216606001
"307",51097,2001,12.7377413150685
"308",5015,2001,11.1451896208219
"309",51820,2001,12.9275344328767
"310",41051,2001,8.73897788230392
"311",47061,2001,13.0268635883562
"312",27057,2001,8.50143872211349
"313",38081,2001,8.89658391369863
"314",36089,2001,9.77112305117415
"315",29179,2001,11.2604531068493
"316",6067,2001,11.7227515897671
"317",39125,2001,14.5805135956164
"318",18179,2001,14.9794012774951
"319",51063,2001,12.4979885452055
"320",6083,2001,11.2492448941357
"321",54005,2001,12.7134095787671
"322",28009,2001,12.0061141808219
"323",21055,2001,12.9193168246575
"324",19147,2001,10.3327111753425
"325",19159,2001,10.2762910726027
"326",37151,2001,14.7691718822896
"327",24015,2001,15.2130289788031
"328",18171,2001,14.0919539
"329",31077,2001,8.80330203835616
"330",31095,2001,9.83909164200912
"331",31151,2001,10.0132061075342
"332",21119,2001,13.1504163550685
"333",19045,2001,13.0427751894977
"334",27063,2001,10.2394642130137
"335",27039,2001,11.1469015232877
"336",27047,2001,10.963675330137
"337",6009,2001,10.3434059915068
"338",25001,2001,10.7132195998043
"339",51119,2001,12.2909115321918
"340",42065,2001,13.4702629232876
"341",18089,2001,16.2313717633766
"342",47003,2001,13.6427605214612
"343",47027,2001,13.3832586342466
"344",17029,2001,13.5653581716895
"345",47097,2001,12.8375115348554
"346",41001,2001,7.84419239954337
"347",36097,2001,11.3647251989041
"348",26159,2001,13.1911498107762
"349",17131,2001,12.3971311835616
"350",21127,2001,13.563131850411
"351",21175,2001,13.2440664175342
"352",21177,2001,13.8750943290715
"353",17049,2001,13.4842852856164
"354",47105,2001,15.5922999838356
"355",46025,2001,8.81474601643836
"356",12041,2001,11.6873353545205
"357",18157,2001,15.0337152738245
"358",42109,2001,14.9455259493151
"359",48277,2001,11.3764048936073
"360",12086,2001,8.95713276899031
"361",31057,2001,8.3788296
"362",48289,2001,9.85889524748857
"363",8097,2001,6.6257290109589
"364",38035,2001,9.08310646712327
"365",18091,2001,14.1694823773972
"366",18057,2001,16.042566107903
"367",51595,2001,12.8457043808219
"368",40081,2001,10.4152636747554
"369",20071,2001,8.29452003287671
"370",13145,2001,12.7908688224658
"371",13251,2001,11.9767020772603
"372",48433,2001,8.06928200273973
"373",39069,2001,14.5843206086105
"374",33009,2001,9.49567053222781
"375",29145,2001,12.2011534102739
"376",18129,2001,14.4966330516634
"377",48311,2001,7.21723886575342
"378",17035,2001,13.6852201789954
"379",13297,2001,15.2759325492237
"380",27121,2001,9.79292244520548
"381",51157,2001,12.7865881191781
"382",51009,2001,13.3765726554033
"383",6111,2001,14.5132696996595
"384",17033,2001,14.6165814858447
"385",8093,2001,7.16382214191781
"386",6037,2001,20.6731189974263
"387",4027,2001,9.0930621581569
"388",13129,2001,15.754411391172
"389",19025,2001,10.349267090411
"390",12055,2001,9.12489219117198
"391",51580,2001,12.2245218575342
"392",50017,2001,9.57162792520548
"393",20113,2001,10.357391886497
"394",4021,2001,8.45711149643835
"395",39051,2001,14.5475662033485
"396",8003,2001,6.4679692869863
"397",12017,2001,10.6485460103501
"398",47041,2001,13.4530052493151
"399",42031,2001,13.8555327558904
"400",46097,2001,9.21567132876712
"401",46073,2001,8.57477102739726
"402",18031,2001,15.5587267876712
"403",18037,2001,16.1001034978473
"404",51057,2001,12.5924294018265
"405",45089,2001,12.0120986570361
"406",36031,2001,8.47077986975762
"407",19195,2001,10.9524005378995
"408",40063,2001,10.4342637923288
"409",51027,2001,12.9552614367906
"410",51005,2001,12.0589732164383
"411",28087,2001,13.0217231661448
"412",18143,2001,15.4770815134247
"413",8099,2001,7.77535909041096
"414",48435,2001,7.14685683287671
"415",40101,2001,11.7817800256849
"416",29043,2001,11.7277302526419
"417",28073,2001,12.0813420034247
"418",18137,2001,15.1032440826484
"419",38057,2001,8.21413568584474
"420",13147,2001,14.6548048876712
"421",22049,2001,11.773459739726
"422",51133,2001,11.9987304972603
"423",48157,2001,11.0357323362653
"424",55047,2001,11.3505328986301
"425",30073,2001,7.16710506849315
"426",55127,2001,12.9759566190535
"427",32021,2001,7.51665173287671
"428",17057,2001,12.4889400856164
"429",36103,2001,13.3407201753424
"430",18161,2001,15.2547141287671
"431",29119,2001,11.8493508794521
"432",31157,2001,7.9535064064757
"433",35047,2001,6.5136689072407
"434",1081,2001,12.7076805363774
"435",48367,2001,10.6787732260995
"436",38021,2001,8.58512902557077
"437",38003,2001,8.64546086438356
"438",27143,2001,10.6888707109589
"439",13293,2001,12.9299029819961
"440",6097,2001,9.13403662011898
"441",26033,2001,8.73242302035223
"442",16019,2001,9.81637170371818
"443",13013,2001,15.7454481960426
"444",13183,2001,11.7335660767123
"445",48271,2001,7.50817137534247
"446",40115,2001,12.0160458057838
"447",42033,2001,13.1496709646575
"448",26037,2001,13.4066095662515
"449",17135,2001,13.1064447571918
"450",28003,2001,12.4094996418786
"451",28071,2001,12.1633116857534
"452",22043,2001,11.187284390137
"453",29005,2001,10.3702303315068
"454",17115,2001,14.1061337970991
"455",26149,2001,14.9549139353747
"456",17055,2001,13.0639873315068
"457",30033,2001,7.06170581643836
"458",31001,2001,9.51362757747335
"459",27109,2001,11.477610313242
"460",34039,2001,14.4341025559868
"461",1097,2001,12.1040295417928
"462",46087,2001,9.57841062191781
"463",1057,2001,12.8924526652055
"464",1017,2001,12.7576515065449
"465",37131,2001,13.0199265353425
"466",8081,2001,7.37112801917808
"467",21087,2001,13.9760295191781
"468",18047,2001,15.2325584054795
"469",37013,2001,12.0960664991282
"470",38015,2001,8.37820542090842
"471",37159,2001,15.0949991831963
"472",26071,2001,8.17798806356164
"473",27067,2001,10.4059666525114
"474",21237,2001,13.1802785068493
"475",48149,2001,8.77391704305282
"476",46081,2001,7.74666027068493
"477",23029,2001,8.34606958335088
"478",48045,2001,8.32675407671233
"479",26131,2001,7.77264514977168
"480",28015,2001,11.9856016109589
"481",41003,2001,8.54742226453575
"482",27133,2001,10.2235350803653
"483",42063,2001,15.309010267421
"484",22061,2001,12.3292291709589
"485",42099,2001,15.2064544443836
"486",46137,2001,7.44993432328767
"487",48203,2001,11.9775260780822
"488",26013,2001,7.79648303424658
"489",40131,2001,12.3879730949119
"490",29019,2001,12.2503176296646
"491",40015,2001,9.65745594143836
"492",8059,2001,9.66271687843953
"493",54011,2001,15.6842941879074
"494",48383,2001,7.19126639726027
"495",5141,2001,11.5702070646575
"496",8117,2001,7.1164642169863
"497",20035,2001,10.3927207544209
"498",5071,2001,11.8390008063927
"499",36041,2001,8.62419161027397
"500",51045,2001,12.0096534520548
"501",48083,2001,7.65586144292237
"502",4017,2001,6.69587869005744
"503",28085,2001,11.6566734333333
"504",48357,2001,8.51661722648401
"505",48103,2001,7.22775107123288
"506",56003,2001,7.97809458173515
"507",47081,2001,12.4116149945205
"508",28143,2001,12.9653404438356
"509",29081,2001,10.5159880255708
"510",18005,2001,15.795190696621
"511",13223,2001,15.7132741267483
"512",39015,2001,14.9119753738204
"513",47141,2001,13.3524086409132
"514",38101,2001,8.47212015785036
"515",25027,2001,11.7994846598757
"516",39091,2001,14.8573161217932
"517",6031,2001,17.0381989017757
"518",6073,2001,16.1117214157392
"519",13079,2001,13.0874528575342
"520",29037,2001,11.7655686356164
"521",36027,2001,12.9210081643835
"522",48477,2001,9.37344230593606
"523",8101,2001,7.64968880901618
"524",29067,2001,10.8366020283105
"525",38009,2001,8.06871727671232
"526",37051,2001,13.8307240758662
"527",56017,2001,7.45855765890411
"528",26001,2001,9.65392495342466
"529",6061,2001,10.7076934429653
"530",5129,2001,10.7729833004566
"531",48305,2001,8.60735953242008
"532",36077,2001,10.8913140976632
"533",37153,2001,13.5041197003736
"534",37093,2001,13.4569620325723
"535",31131,2001,10.3813867424658
"536",42023,2001,11.7940211191781
"537",45035,2001,11.9945319290959
"538",27161,2001,10.8906374290411
"539",46015,2001,8.28509871232877
"540",47177,2001,13.4124907013698
"541",17023,2001,13.9870988191781
"542",21201,2001,14.485692309589
"543",47095,2001,13.3108897575342
"544",45015,2001,11.943046862344
"545",5051,2001,12.4264663169863
"546",20139,2001,10.380581149589
"547",39155,2001,15.8861626059775
"548",48333,2001,8.18972298493151
"549",48359,2001,7.7776804739726
"550",42019,2001,16.0529311678705
"551",16049,2001,8.38118385369863
"552",20115,2001,10.0426864924658
"553",51029,2001,12.8852318493151
"554",37025,2001,14.9665976168086
"555",29225,2001,11.2190368
"556",49011,2001,11.0668101925418
"557",27033,2001,10.2606979458904
"558",12093,2001,8.77211160182647
"559",13291,2001,12.6075918424657
"560",19013,2001,11.6027189519106
"561",48403,2001,10.7527157607306
"562",39131,2001,14.8003096470319
"563",1125,2001,13.4667605706208
"564",1131,2001,11.9860836287671
"565",28097,2001,11.8946277826484
"566",31099,2001,9.1583722369863
"567",31087,2001,8.62839090136986
"568",10003,2001,16.0739241851001
"569",16081,2001,8.68988404109589
"570",17161,2001,13.04993124
"571",51073,2001,12.6247443715753
"572",5133,2001,12.6938373335616
"573",18017,2001,14.6296219733499
"574",16077,2001,9.62902677671233
"575",18015,2001,14.9066507718199
"576",42101,2001,16.3933869428082
"577",56043,2001,7.62775043561643
"578",37029,2001,11.4206789753425
"579",36109,2001,11.6917452801667
"580",5069,2001,13.5858887577625
"581",5079,2001,12.9174497445205
"582",55123,2001,11.00399638591
"583",29093,2001,11.4537144219178
"584",48223,2001,11.5928104127854
"585",36001,2001,12.4757533151781
"586",48225,2001,10.2627924336595
"587",39111,2001,15.0482424883562
"588",20165,2001,8.67846545342466
"589",18107,2001,14.4762038474886
"590",20187,2001,8.28150063287671
"591",21129,2001,13.2007058840182
"592",27071,2001,8.16236650821918
"593",48029,2001,9.38376193709108
"594",8013,2001,9.68294072046735
"595",47089,2001,15.4383409245053
"596",40097,2001,12.1880561065449
"597",27165,2001,10.5982363214612
"598",16013,2001,7.15549725547945
"599",22053,2001,10.3536105178082
"600",46119,2001,8.15877537534246
"601",8031,2001,10.1817923166096
"602",40029,2001,10.5877632260274
"603",30011,2001,7.11780134794521
"604",48461,2001,7.24077229726027
"605",18051,2001,15.0214683757338
"606",31105,2001,8.0742774
"607",17093,2001,14.483817740274
"608",11001,2001,16.3311073409198
"609",8085,2001,6.69235494438356
"610",27171,2001,11.1702502630137
"611",55059,2001,13.3498155311154
"612",8037,2001,6.89158575127201
"613",6075,2001,10.2616377924378
"614",8113,2001,6.32484785479452
"615",12109,2001,10.4108209376712
"616",28019,2001,12.0546614739726
"617",29079,2001,10.6965907664384
"618",26085,2001,10.3078571561644
"619",26139,2001,13.5720712596536
"620",17031,2001,16.6244540458145
"621",17059,2001,13.2929299712329
"622",45047,2001,13.6420604183953
"623",20059,2001,10.8997277167123
"624",27027,2001,9.86711735363539
"625",47075,2001,12.6352393292237
"626",49003,2001,10.0416199917808
"627",28139,2001,12.2221231363014
"628",54051,2001,15.8511889053272
"629",54035,2001,14.8869072502283
"630",16039,2001,8.41365859616438
"631",24005,2001,16.1489791607988
"632",38005,2001,8.21532232534247
"633",29163,2001,11.9603546252055
"634",39087,2001,15.751101367637
"635",29201,2001,13.8452229287671
"636",39001,2001,14.7033212296803
"637",48143,2001,9.25738697808219
"638",13137,2001,14.116963415411
"639",13319,2001,14.5445680511415
"640",54061,2001,14.9176112163242
"641",39033,2001,14.8480393542676
"642",12027,2001,9.35923385783864
"643",9011,2001,12.6143482251633
"644",39059,2001,15.1913446336986
"645",26015,2001,13.3893254433375
"646",29209,2001,11.4123209018265
"647",51760,2001,14.3407454289331
"648",37169,2001,14.3073986136986
"649",19039,2001,10.1145116876712
"650",19065,2001,11.3260084951076
"651",6041,2001,9.8297862087173
"652",48381,2001,8.51279574775625
"653",48401,2001,11.5674743376185
"654",19181,2001,10.4169780515982
"655",39161,2001,14.9774598980213
"656",12043,2001,9.4375372130137
"657",13199,2001,13.0685026965753
"658",8023,2001,6.45754634657534
"659",48099,2001,9.12324159423214
"660",19001,2001,10.0057990511415
"661",13053,2001,12.7256391068493
"662",6043,2001,11.4359387009132
"663",29089,2001,11.4576686237443
"664",41047,2001,8.78218948894661
"665",55079,2001,13.9758652466122
"666",27139,2001,11.3129441179387
"667",39129,2001,15.6594812824025
"668",51145,2001,13.1740463567123
"669",8014,2001,10.2463714063927
"670",47099,2001,12.8645861344956
"671",26009,2001,9.46734116634049
"672",45069,2001,13.1442420117417
"673",16009,2001,9.55153115616438
"674",17103,2001,13.1364311086758
"675",31127,2001,10.3774633890411
"676",37031,2001,9.81377768522767
"677",20149,2001,10.1072826061644
"678",26075,2001,13.611299786085
"679",48091,2001,8.52441469246574
"680",25019,2001,9.4250884569863
"681",45009,2001,12.3398083986301
"682",48007,2001,8.05643362136986
"683",13019,2001,12.110790492694
"684",18165,2001,14.4841598909589
"685",26143,2001,9.91518683972603
"686",37005,2001,12.5537362922374
"687",6035,2001,8.69379145083712
"688",51610,2001,15.8996425178082
"689",12081,2001,10.153971863962
"690",39119,2001,15.2354437247296
"691",8015,2001,6.60401404438356
"692",8025,2001,7.55091855068493
"693",8043,2001,7.26080205929549
"694",28109,2001,11.3252652636225
"695",28111,2001,11.8978823954338
"696",31041,2001,8.12126414794521
"697",12013,2001,11.9911815515981
"698",21117,2001,16.9362161430003
"699",19037,2001,11.1751039527397
"700",17037,2001,13.7525361365949
"701",19081,2001,10.5680687979452
"702",38089,2001,7.52875655342466
"703",26095,2001,8.25916435616437
"704",40019,2001,10.4313350371108
"705",37139,2001,11.6548571043836
"706",35055,2001,6.53370829452054
"707",28011,2001,13.0286510061644
"708",32023,2001,7.7381066769863
"709",47073,2001,14.6405402465753
"710",38011,2001,7.09851386438356
"711",42057,2001,14.0274757242009
"712",22055,2001,11.6373147365403
"713",48237,2001,9.10067447214611
"714",17175,2001,12.8532371246575
"715",40055,2001,8.55925266849315
"716",48211,2001,8.30201614794521
"717",16069,2001,9.40225103808219
"718",46129,2001,8.01780488082192
"719",6055,2001,10.4042307039041
"720",40033,2001,9.63095502191781
"721",29221,2001,11.6707325238356
"722",36011,2001,11.8697457315068
"723",48417,2001,7.90089148767123
"724",48407,2001,10.4490847376712
"725",19061,2001,12.2934381967334
"726",51075,2001,13.0625143857534
"727",20181,2001,8.3065019890411
"728",39139,2001,14.9411939978995
"729",17001,2001,12.2356508745814
"730",39021,2001,15.1955643427397
"731",33019,2001,9.92472632054795
"732",17075,2001,13.1012714386605
"733",19157,2001,10.9684542241096
"734",39169,2001,16.8383538366438
"735",13113,2001,16.2530248883562
"736",13141,2001,13.6984065671233
"737",48259,2001,7.96951468995433
"738",36039,2001,11.2048599422831
"739",51137,2001,12.9335295408219
"740",40089,2001,12.1076601222603
"741",13277,2001,12.1415475531202
"742",31025,2001,10.5915043004566
"743",46077,2001,9.05543390684931
"744",56009,2001,7.28790450958904
"745",36043,2001,10.9799062167267
"746",38047,2001,7.9460062630137
"747",26053,2001,7.92565286183952
"748",27005,2001,8.94119528465753
"749",1095,2001,14.8047060398782
"750",47173,2001,15.0029698917808
"751",54057,2001,14.1199292101761
"752",55003,2001,8.10518525636006
"753",17053,2001,13.2726349950685
"754",38029,2001,8.03468850410959
"755",6089,2001,9.09897215644976
"756",22113,2001,10.5163377152968
"757",5121,2001,12.3436404568493
"758",55085,2001,8.66893021898237
"759",22035,2001,11.7310876273972
"760",22037,2001,11.3579321068493
"761",22087,2001,11.4931830905721
"762",48481,2001,8.85013088144457
"763",48153,2001,8.49690686849315
"764",21151,2001,14.3532465503965
"765",47009,2001,16.1734648051859
"766",30031,2001,7.6007138702366
"767",45031,2001,13.1664480686644
"768",1053,2001,11.8828903729071
"769",13143,2001,14.2236867243836
"770",20001,2001,11.5833363884932
"771",17041,2001,13.6623406268493
"772",51079,2001,13.0302983753424
"773",55137,2001,10.8190691694716
"774",5065,2001,11.349132240411
"775",6053,2001,9.99057117401678
"776",35017,2001,6.71948821438356
"777",29131,2001,12.0543365956164
"778",37193,2001,13.9639272553816
"779",29165,2001,12.4435090631507
"780",29021,2001,11.5053162750685
"781",1083,2001,14.185535544863
"782",18065,2001,15.4275002923077
"783",31143,2001,9.80574808356164
"784",39123,2001,14.9012891407797
"785",27107,2001,9.19393546757989
"786",19165,2001,9.98864739657534
"787",24013,2001,15.6297615032444
"788",19011,2001,11.321276941683
"789",21159,2001,13.5214339278539
"790",27025,2001,10.2892529257534
"791",21189,2001,13.1545385945205
"792",42015,2001,11.9466377264188
"793",54029,2001,16.7617222089041
"794",29051,2001,12.8260289826484
"795",26021,2001,13.3922910364155
"796",42061,2001,13.9613805920091
"797",31045,2001,7.34344479315068
"798",51141,2001,13.1339852787671
"799",26119,2001,9.35983593863014
"800",26135,2001,9.53239687890411
"801",35007,2001,6.39136359086757
"802",17163,2001,14.7605845786301
"803",17189,2001,13.2948649534247
"804",42009,2001,14.1031080699875
"805",5127,2001,11.576494573516
"806",20099,2001,11.5961832126712
"807",42073,2001,15.9773697451076
"808",39067,2001,15.3375159490411
"809",37003,2001,14.6974780172211
"810",34009,2001,12.4453976019692
"811",33005,2001,10.4102619643836
"812",27089,2001,8.48747205616438
"813",51101,2001,13.0445484808219
"814",8055,2001,6.73465754246575
"815",48255,2001,7.42737664246575
"816",47023,2001,12.1200236968036
"817",17171,2001,12.4984265808219
"818",49027,2001,7.64674522557077
"819",49029,2001,10.4311988684932
"820",48257,2001,11.2915048022831
"821",4011,2001,6.78574798995433
"822",4013,2001,9.79179354702696
"823",26129,2001,10.2272505800391
"824",47087,2001,13.2822528732877
