"","GEOID","D2020_001","D2020_032","D2020_061","D2020_092","D2020_122","D2020_153","D2020_183","D2020_214","D2020_245","D2020_275","D2020_306","D2020_336","D2021_001","D2021_032","D2021_060","D2021_091","D2021_121","D2021_152","D2021_182","D2021_213","D2021_244","type"
"10","17027",3168.96723752792,3130.60312732688,3836.33767684289,4362.98622486969,5098.69806403574,5638.85778108712,7459.97021593448,8222.41623231571,7161.33432613552,4525.85443037975,3351.53462397617,3499.74758004468,3495.49776619509,3355.88123603872,3807.35219657483,4825.65189873418,5059.28108711839,6023.80491437081,7808.691362621,8218.19061801936,7124.64072970961,"NDVI"
"11","19025",2123.00339715874,2264.66244595429,2370.43143915998,2693.43638048178,3333.74119827054,7028.55744286597,8333.12723903644,8181.61797405806,5154.26899320568,2730.36195182211,2481.936998147,2425.62693020383,1327.18190240889,1979.92742433601,2387.04663372452,2825.22699197035,3370.41352686844,6861.97652872143,8461.2282273008,8647.99289684991,8020.86751080914,"NDVI"
"12","21129",5031.33148148148,5017.54722222222,5086.89722222222,5761.41296296296,7729.92222222222,8639.19074074074,8743.00555555556,8767.88888888889,8487.95462962963,7412.08425925926,5723.86111111111,5334.39444444444,5071.96111111111,4613.43703703704,4809.66296296296,5688.85555555556,8203.83703703704,8839.91388888889,8777.26944444444,8681.89444444444,8554.57407407407,"NDVI"
"13","22063",5623.4021675454,5634.40568248389,6642.25336848272,7455.64499121265,7435.94376098418,7436.859695372,7411.59461042765,7335.45371997657,7218.87258347979,7018.73854289072,6760.62301353738,6189.60695187166,5811.06125528063,5295.76918570592,6035.95042321645,7200.24880668258,7252.12858816637,7441.36818980668,7648.86291739895,7429.86321031049,6757.05448154657,"NDVI"
"14","31097",2719.28076923077,2452.12451923077,2620.08846153846,3192.2125,4257.34230769231,6403.01586538462,7974.43846153846,8176.89038461538,6140.56009615385,3886.81971153846,3089.51490384615,2852.58990384615,2668.18028846154,2599.84567307692,2771.46923076923,3472.84134615385,4447.56778846154,6257.79423076923,7685.81442307692,7813.66490384615,6819.38413461538,"NDVI"
"15","31101",2196.66509892961,2143.83252190847,2104.67867575463,2326.60977590127,3456.66942820013,4521.68841285297,4796.61174180993,5160.14044761596,4214.86928316575,3200.76905611417,2596.28622598502,2428.34574122237,2232.64179104478,2121.56016866688,2091.94534544275,2365.45458968537,4095.25202724619,4851.88014920532,5197.99237755433,5056.72283490107,5187.9471294194,"NDVI"
"16","51775",4207.92592592593,4259.66666666667,4764.92592592593,5758.22222222222,6425.57407407407,6479.72222222222,6471.7962962963,6690.87037037037,6409.53703703704,5993.14814814815,5415.31481481481,4979.90740740741,4477.35185185185,4183.31481481481,4594.01851851852,5543.5,6342.96296296296,6604.11111111111,6576.40740740741,6294.57407407407,6432.24074074074,"NDVI"
"17","48493",3959.22262396694,4417.50852272727,4794.05397727273,5973.79493801653,5479.17871900826,5899.20222107438,4843.48269628099,4362.83212809917,5567.27995867769,5325.14876033058,4273.36544421488,3718.40108471074,3887.97908057851,4306.78460743802,4684.65857438017,4927.89023760331,5991.64411157025,6904.49638429752,6718.68155991736,6175.78667355372,4989.34710743802,"NDVI"
"18","48115",2268.49956063269,2322.26054481547,2481.98506151142,2794.38400702988,2411.68189806678,2181.21528998243,2353.41212653779,2583.91476274165,2682.61577328647,2489.9584797891,2244.11928822496,2116.28690685413,2079.93343585237,2182.56282952548,2234.41630052724,2254.74582601054,2264.26493848858,2509.46463093146,3220.31392794376,4110.45782073814,4246.83326010545,"NDVI"
"19","46051",-232.276759167493,25.3543111992071,2515.29088206145,2923.99578790882,4462.73736372646,5881.29707631318,7417.4085728444,7687.85753221011,6155.70688800793,3951.04162537166,3147.69970267592,2876.60505450942,181.750743310208,2361.14568880079,2494.81095143707,2836.70936570862,4194.94697720515,5759.46655104063,7293.09638255699,7639.03741328048,6963.05079286422,"NDVI"
"20","72101",8126.375,7927.64673913043,7887.97282608696,7721.83152173913,7264.88586956522,7612.61956521739,7406.86956521739,7645.96195652174,7854.39673913043,8171.52717391304,8062.92391304348,7963.5652173913,7782.5597826087,7624.84239130435,7631.47282608696,7526.60869565217,7630.33152173913,7503.42391304348,7634.25543478261,7636.08695652174,7873.79347826087,"NDVI"
"21","05067",2921.77465630604,2852.70023909145,3218.13299462044,3982.43156007173,4388.94411237298,5506.84877465631,6871.72056186491,7151.45307830245,6626.74118350269,5060.56784219964,3848.53705917513,3370.84967124925,3147.85953377167,3095.18798565451,3272.87268380155,3953.26120741184,4551.14106395696,5664.93424985057,6818.97340107591,7136.12193664076,6568.43664076509,"NDVI"
"22","51670",3903.05,3956.31666666667,4406.26666666667,5557.88333333333,6506.16666666667,6627.13333333333,6913.83333333333,6821.01666666667,6575.4,6002.11666666667,4961.96666666667,4125.9,3877.2,3677.23333333333,4001.7,5376.91666666667,6450.4,6798.85,7044.05,6836.25,6547.98333333333,"NDVI"
"23","46003",-100.112951062778,1949.32797825012,2774.94265941671,3143.18116658428,5023.74270884825,6093.85219970341,7267.52224419179,7540.59812160158,6235.59169550173,4073.48665348492,3178.35442412259,2898.08897676718,1742.41102323282,2337.7822540781,2468.93376173999,3120.26371725161,4605.49950568463,5270.29016312407,6603.7343054869,6421.29362333169,5943.17844784973,"NDVI"
"24","18031",3329.21868787276,3274.4731610338,3549.5273359841,4134.55467196819,4575.48161033797,5980.63717693837,8046.53230616302,8722.36381709742,7381.45626242545,4877.89612326044,3522.63866799205,3415.25596421471,3295.06709741551,3193.43787276342,3454.44880715706,4255.23359840954,4740.45427435388,6133.45477137177,7922.38170974155,8485.9731610338,7483.31461232604,"NDVI"
"25","18169",2612.98976109215,2947.68558020478,3043.8707337884,3664.5819112628,4204.69837883959,6271.65614334471,8028.579778157,8411.8319112628,6823.45264505119,4389.62201365188,3462.70648464164,3433.0614334471,3065.44795221843,3047.68259385666,3130.71715017065,3908.52773037543,4632.20819112628,6735.38609215017,8092.55759385666,8658.03455631399,7780.32209897611,"NDVI"
"26","19161",2158.35258358663,2233.49361702128,2357.99331306991,2594.05683890578,3310.05319148936,6679.30273556231,8167.4367781155,8180.68996960486,5624.1556231003,3055.00729483283,2557.82492401216,2495.76291793313,1392.9367781155,1891.56717325228,2404.67477203647,2825.29361702128,3404.3820668693,6501.53708206687,8218.15167173252,8643.76534954407,7770.83860182371,"NDVI"
"27","37107",5148.24580454097,5278.21322803554,5324.88943731491,5882.0853899309,6313.12240868707,7062.2754195459,7497.58193484699,7682.94274432379,7203.69447186575,6545.20483711747,5775.24234945706,5239.71026653504,5061.69644619941,4932.8701875617,5086.44817374136,5500.88647581441,5902.44817374136,6976.03603158934,7749.25222112537,7783.34748272458,7151.67966436328,"NDVI"
"28","29055",4343.33120856706,4229.92605813361,4467.24222335543,5547.71494135645,7711.20448750637,8588.4087200408,8449.43880673126,8469.32840387557,7976.25879653238,6573.36894441611,5155.97246302907,4755.32534421214,4456.15068842427,4173.32177460479,4301.99796022438,5078.40642529322,7367.09535951045,8401.04589495156,8502.18638449771,8350.5413054564,8063.02116267211,"NDVI"
"29","31105",1985.99830252735,2009.72406639004,2018.30667672576,2360.86325914749,3143.84798189363,3568.17615993965,3185.76556016598,3339.36854017352,2833.91814409657,2582.3481705017,2462.46623915504,2274.58543945681,2098.31723877782,2012.25763862693,1905.10316861562,2134.28215767635,3410.013013957,3989.91418332705,3815.4596378725,3289.50980761977,2919.31931346662,"NDVI"
"30","08045",892.446530359356,1160.82843866171,1943.84547707559,3005.82856257745,4329.64597273854,5428.61127633209,5323.35068153656,5062.09770755886,4292.78017348203,3636.75272614622,2991.5280669145,2910.63513011152,1237.79411400248,1243.86294919455,1954.37032218092,2662.10625774473,4075.93085501859,5109.4124535316,5311.48928128872,5098.96226765799,4681.61933085502,"NDVI"
"31","17067",2931.26322810138,2794.6380613606,3037.11627389951,3950.00533570476,4754.81947532237,6278.94908848377,8140.23477100934,8656.41329479769,7434.55135615829,4343.42685638061,3351.06202756781,3038.95553579369,2493.83392618942,2862.46176078257,3092.27879057359,3992.1302801245,4742.32080924855,6716.69141840818,8257.93886171632,8535.60671409515,7722.88194753224,"NDVI"
"32","27173",-185.966219239374,285.089932885906,2516.48299776286,2591.36017897092,3635.19798657718,5914.88456375839,8166.28389261745,8461.3062639821,7021.29597315436,3329.98008948546,2690.38008948546,2633.20536912752,323.895973154362,2168.38143176734,2406.81342281879,2662.89284116331,3615.54966442953,6286.76845637584,7850.9067114094,8123.04697986577,6994.71789709172,"NDVI"
"33","31145",2285.28571428571,2248.15637755102,2270.48954081633,2558.91734693878,3477.5362244898,4561.14260204082,5667.4125,5995.65918367347,4544.63341836735,3210.04234693878,2831.98571428571,2638.73316326531,2555.38852040816,2470.45102040816,2444.85637755102,2895.35433673469,4341.89030612245,4994.52653061224,5486.28698979592,5392.45178571429,4749.89362244898,"NDVI"
"34","13089",4674.09051724138,4635.4367816092,5040.87859195402,6393.03663793103,6927.01795977012,7109.73563218391,7058.41091954023,7068.23994252874,6791.66379310345,6464.2033045977,5713.85129310345,4954.43031609195,4501.21623563218,4414.27155172414,4685.59913793103,6059.90086206897,6883.68247126437,7093.77298850575,7174.69037356322,7044.62140804598,6826.66666666667,"NDVI"
"35","45077",5396.52221385542,5355.48795180723,5398.01204819277,6908.78313253012,8012.90022590361,8229.55233433735,8242.96423192771,8235.25903614458,8021.26920180723,7517.12387048193,6326.97063253012,5628.80233433735,5223.22063253012,5084.09036144578,5161.00301204819,6393.4156626506,7937.11859939759,8243.32981927711,8219.48569277108,8229.61445783133,8146.55722891566,"NDVI"
"36","20131",2725.90606060606,2620.62424242424,2966.12929292929,3740.68484848485,4649.93106060606,6498.38585858586,8076.42297979798,8287.78813131313,6196.74242424242,3821.14545454545,3100.15858585859,2864.75606060606,2711.16666666667,2594.12550505051,2892.85580808081,3870.9946969697,4709.59974747475,6433.21287878788,7952.18131313131,8020.95101010101,7081.05808080808,"NDVI"
"37","05111",2888.19686052496,2965.34662892434,3149.21410190427,3672.91302110139,4107.26325270201,5803.4171384457,7436.80494081318,7786.09186824498,6976.96911991765,4893.16546577458,3591.47452393206,3206.09598558929,3037.04091610911,3006.36361296963,3113.06690684508,3682.60216160576,4244.35409161091,6041.16649511065,7431.78538342769,7832.39680905816,7014.69634585692,"NDVI"
"38","17175",2525.17076167076,2429.97972972973,2551.32493857494,3108.92936117936,3624.12407862408,6802.6769041769,8421.18181818182,8842.14373464373,7631.38759213759,3900.67874692875,2819.57002457002,2705.63144963145,612.565724815725,2419.03992628993,2651.13882063882,3160.71437346437,3684.70638820639,7795.42936117936,8654.53562653563,8876.69348894349,8070.16707616708,"NDVI"
"39","37147",5295.8488372093,5373.99254621348,5369.48062015504,5937.34824090638,6318.33184257603,6995.28324388789,7290.34376863447,7777.61598091831,7540.60793082886,6892.1443053071,5916.09242695289,5357.77042337507,5133.99284436494,5014.96094215862,5193.47167561121,5618.94752534287,5993.52295766249,6829.31574239714,7505.99522957663,7832.83184257603,7455.62343470483,"NDVI"
"40","19147",1228.77158948686,2115.22715894869,2385.42302878598,2540.60262828536,3554.77753441802,7046.29130162703,8352.95025031289,8327.66958698373,5944.90801001252,2944.90050062578,2481.62953692115,2438.27565707134,369.818523153942,1917.25594493116,2316.21996245307,2684.95463078849,3631.26846057572,6540.39267834793,8179.25844806008,8327.32822277847,7385.65863579474,"NDVI"
"41","19081",157.424354243542,1772.67189421894,2403.2352398524,2595.57779827798,3408.09102091021,6848.76414514145,8483.74569495695,8616.78228782288,7265.39391143911,3701.12484624846,2479.79274292743,2378.23800738007,874.14975399754,1532.5024600246,2321.58579335793,2715.7672201722,3426.44956949569,6957.05842558426,8537.76998769988,8620.56119311193,7534.33394833948,"NDVI"
"42","29229",4376.82893998878,4265.78323051038,4809.38951205833,6100.76668536175,7587.64890633763,8163.42905215928,7866.00252383623,7677.79641054403,7417.61749859787,6409.64526079641,5502.85025238362,5062.52720134605,4543.54150308469,4234.96550757151,4658.35838474481,5924.66068424005,7365.24284913068,8143.87745372967,8171.80538418396,8105.50560852496,7603.19349411105,"NDVI"
"43","31073",2070.59852024922,2225.19353582555,2262.07671339564,2565.23714953271,3483.23091900312,5482.73286604361,6861.68107476635,7145.11253894081,5346.36214953271,3384.3792834891,2732.68925233645,2551.91588785047,2369.97274143302,2305.73520249221,2303.98442367601,2686.96300623053,4314.91978193146,5861.84657320872,7053.5046728972,7079.8800623053,6488.10514018692,"NDVI"
"44","38043",-161.145779752163,-109.181084872574,1558.24701893851,2631.01227495908,4090.47509936872,5392.05143792378,6151.11971007716,6198.52817395371,5226.49812953004,3876.58919803601,3099.62438625205,2803.01800327332,794.087561374795,2019.21978021978,2297.38555061959,2386.6599251812,3076.03144727613,4599.42179097498,5629.51963993453,5246.12684124386,6033.1809679682,"NDVI"
"45","40015",3524.16888821569,3712.44698576189,4451.71841866101,5373.39457740079,5609.68282338685,5100.83944259315,5362.22053923054,5617.03468645865,5394.47849136625,4900.63556498031,4093.41063314147,3926.92229627386,3704.14056346562,3613.15358982127,4033.1220842169,5182.06513177825,5697.00681611633,5639.05119660709,6208.11920630112,6233.05483186913,5428.1214783399,"NDVI"
"46","42075",4714.14143426295,4499.85707171315,4865.39591633466,5793.93027888446,6309.84711155378,7046.78934262948,7818.54282868526,8222.34910358566,7656.54631474104,6354.6374501992,5612.28386454183,5529.44173306773,5152.83764940239,4866.82171314741,4653.30079681275,5786.8311752988,6497.28386454183,7037.68625498008,7956.33217131474,8174.93924302789,7793.89591633466,"NDVI"
"47","48069",3415.17422590493,3637.1474051461,4294.03597906672,4636.96750981247,3611.91583078936,3017.17139119058,3584.88617531618,3874.25883122547,3251.17967727867,2805.80963802878,2858.02027911034,3065.3560837331,2945.28238116005,2999.84278238116,3277.39162668993,3534.38486698648,3373.88334060183,3941.51853467074,5438.94395987789,5180.22634103794,4328.17073702573,"NDVI"
"48","48279",2748.14035425491,2785.33769734309,3126.68174817097,3447.40604543704,2913.82345013477,2680.75163650366,3007.51212938005,3272.92510589141,3032.66114747786,2818.0891413169,2771.75779745861,2769.84924913362,2663.46226415094,2628.88871775125,2679.4058529072,2715.6417019638,2535.22044666923,3529.43473238352,4746.79765113593,4956.76241817482,4479.79187524066,"NDVI"
"49","48385",4978.61021984551,4905.13517528223,5225.83808674985,5957.14973262032,5803.81996434938,5746.76470588235,5418.9266191325,5327.05407011289,5874.82828282828,5642.52673796791,5522.97058823529,5197.40433749257,4901.14081996435,4722.77332144979,4619.20350564468,5051.67557932264,5401.87730243613,5823.08972073678,5561.32828282828,5685.95484254308,5581.23143196673,"NDVI"
"50","55141",727.766609515645,546.77025289327,4009.51028718388,4193.89991427347,5876.76853836262,7562.39519931419,8228.32704672096,8171.94149164166,7479.57865409344,5978.8030432919,4918.73424774968,4590.55465066438,1146.03579082726,2451.1234462066,3968.26703814831,4428.96485212173,6321.80561508787,7512.81933133305,8251.89005572225,8211.28418345478,7598.55465066438,"NDVI"
"51","72109",8503.28155339806,8455.86893203883,8274.64077669903,7916.90776699029,7596.98058252427,7614.94660194175,7653.75242718447,8066.92718446602,8399.25242718447,8598.22330097087,8575.56310679612,8716.90776699029,8481.88349514563,8307.42718446602,8016.65048543689,7719.41747572816,7689.30582524272,7866.28155339806,8123.31067961165,8099.04368932039,8220.01941747573,"NDVI"
"52","55099",1531.85753968254,1387.4123015873,3748.5585978836,4543.14484126984,6536.78333333333,8435.96071428571,8790.5328042328,8586.85740740741,7700.10806878307,5905.1328042328,5053.42486772487,5173.73187830688,2149.2664021164,2192.75846560847,4423.1876984127,4726.82976190476,7025.98042328042,8463.33214285714,8734.52420634921,8584.425,7714.08994708995,"NDVI"
"53","72087",7481.17441860465,7301.89534883721,7237.76744186046,7112.1976744186,6757.76744186046,6789.94186046512,6695.23255813954,7013.81395348837,7395.52325581395,7384.81395348837,7346.67441860465,7514.1511627907,7411.55813953488,7117.48837209302,6835.39534883721,6662.68604651163,6515.86046511628,6828.77906976744,7000.27906976744,6955.70930232558,7145.20930232558,"NDVI"
"54","35057",2155.36900977275,2106.23189685623,2088.06193335688,2190.29553750147,2435.66501825032,2386.65977864123,2411.96438243259,2917.3399269987,2812.40792417285,2580.41145649358,2455.74655598728,2317.00665253738,2196.50100082421,2080.11927469681,2028.84498999176,2032.55092429059,2129.53279171082,2274.05245496291,3536.70970210762,3738.61403508772,3573.27946544213,"NDVI"
"55","26107",1540.42552552553,2042.72522522523,4005.35225225225,4211.47687687688,5776.98168168168,7294.26186186186,7886.27027027027,8019.98348348348,7541.07117117117,6236.3966966967,5108.55615615616,5137.68918918919,872.542642642643,2169.72882882883,4000.13453453453,4676.95405405405,6305.15525525525,7491.32042042042,8035.98078078078,8044.68408408408,7643.48288288288,"NDVI"
"56","29003",2986.44397283531,2843.24787775891,3214.80560271647,4244.25339558574,5418.35908319185,6642.46307300509,7927.81918505942,8479.47538200339,6824.48344651952,4749.75382003396,3572.83786078098,3101.80050933786,2777.85568760611,2707.53650254669,3057.53480475382,4112.90280135823,5234.91001697793,6590.8357385399,8037.25721561969,8117.33191850594,7244.30814940577,"NDVI"
"57","42097",4252.64426727411,4003.03644646925,4093.00151860289,4994.53986332574,6197.13667425968,7289.2543659833,7914.83750949127,8160.55049354594,7601.71791951405,6119.60820045558,5164.81700835232,4989.13629460896,4425.91609719058,4305.65489749431,4124.0125284738,5071.75550493546,6528.58390280942,7369.80410022779,8121.4092634776,8290.86180713743,7913.3701594533,"NDVI"
"58","17141",2491.11462177122,2578.17712177122,2735.30765682657,3308.0846402214,4032.01429889299,6244.27675276753,8286.74377306273,8551.04174354244,6666.53551660517,4461.9633302583,3280.29958487085,3058.23869926199,1195.60747232472,1378.28874538745,2969.94211254613,3436.8420202952,4230.33579335793,7200.47532287823,8385.55073800738,8436.39045202952,7088.13560885609,"NDVI"
"59","12091",6380.17767362591,6197.71175969323,6107.67170212766,6620.86545842217,6675.67901234568,6731.66289978678,6980.05586353945,7162.05740503628,6979.54797441365,6984.74063829787,6825.47605814451,6501.43616567037,6215.53872486093,5995.65870307167,5818.97994024755,6303.54018811458,6840.89399744572,6876.1064598385,7153.30220713073,7214.82205193699,7188.36454778157,"NDVI"
"60","17075",2458.49369951535,2502.34151857835,2661.3450726979,3067.05266558966,3453.53634894992,6550.18109854604,8348.77625201939,8904.12084006462,7643.90613893376,3837.67237479806,2719.7394184168,2608.6140549273,2475.02714054927,2512.9647819063,2632.51841680129,3127.78190630048,3600.65185783522,7502.99176090469,8362.82972536349,8813.80048465267,8099.53182552504,"NDVI"
"61","19059",-140.371914893617,843.966808510638,2437.1885106383,2561.9314893617,3582.66595744681,6874.63489361702,8044.15106382979,8169.62936170213,6332.28723404255,3153.1029787234,2511.68808510638,2469.15914893617,507.742978723404,1733.58,2294.27914893617,2702.38723404255,3638.27617021277,6216.84382978723,7575.01489361702,7827.68468085106,6855.49404255319,"NDVI"
"62","20129",2165.825,2092.28367346939,2075.30382653061,2264.05612244898,2409.0818877551,2368.58086734694,3937.32346938776,4680.65051020408,3954.49234693878,3024.59158163265,2752.16989795918,2553.6875,2365.56352040816,2305.00994897959,2338.08265306122,2792.36352040816,3579.78698979592,3803.04489795918,3844.50051020408,3927.93316326531,3342.10255102041,"NDVI"
"63","28153",6751.66214884179,6642.51651059635,7066.37481517989,8006.10423854115,8018.16387382947,8089.061360276,8284.26885165106,8076.44233612617,7876.44997535732,7810.15278462297,7429.77969443075,6870.97215377033,6604.65377033021,6391.83711187777,6507.14982750123,7500.24100542139,7999.62641695416,8133.03326761952,8219.99507146377,8163.92163627403,8033.91547560375,"NDVI"
"64","36073",3372.46755555556,2866.48711111111,3941.60933333333,4457.49511111111,5431.52222222222,6457.54533333333,7475.20444444444,8022.06933333333,7546.11866666667,5946.26577777778,4856.52977777778,4730.96488888889,2278.54088888889,2160.116,3813.50133333333,4469.63466666667,5808.51777777778,6793.85422222222,7850.83511111111,8061.81644444444,7725.48266666667,"NDVI"
"65","36003",3600.72826086957,2524.89371980676,4423.4577294686,4806.90424430642,6691.09454796411,8536.84385783299,8765.70565907522,8731.64216701173,8303.32522429262,6354.32919254658,5595.18650793651,5462.04330572809,2628.12543133195,2851.261042098,4339.80210489993,4889.87801932367,7109.25724637681,8545.84713595583,8757.77829537612,8671.19772256729,8361.29485852312,"NDVI"
"66","51009",4958.12084942085,4919.13088803089,5103.73397683398,6266.79150579151,8001.11853281853,8332.32200772201,8487.35019305019,8586.33166023166,8357.08764478765,7468.50193050193,5842.938996139,5449.10540540541,4978.94092664093,4638.92471042471,4823.12471042471,6121.91312741313,8153.47451737452,8500.87992277992,8534.03667953668,8480.06525096525,8503.21891891892,"NDVI"
"67","13267",5949.47916666667,5858.83460884354,6226.86352040816,6857.59013605442,6878.27763605442,7072.94387755102,7216.04081632653,7461.21045918367,7401.04294217687,7119.87244897959,6610.1462585034,6107.90603741497,5702.71471088435,5623.05909863946,5755.6143707483,6424.18962585034,6872.2487244898,7372.34736394558,7673.53273809524,7698.79209183673,7561.42389455782,"NDVI"
"68","16053",1787.45687176538,2219.66302472685,2624.75733179988,3662.8910293272,4159.40655549166,4459.15123634273,4840.36745255894,4669.14922369178,4309.22541690627,3627.47153536515,2757.99626221967,2459.8605520414,2400.45083381254,2238.97584818861,2412.41144335825,3301.97009775733,4257.61759631972,4551.49482461185,4727.8717653824,4526.01035077631,4393.39879240943,"NDVI"
"69","36039",5080.09225092251,4464.18344754876,4800.05561412757,5125.71164997364,6490.86294148656,8555.8766473379,8774.37691091197,8749.24696889826,8537.09884027412,6751.10964681075,5838.48128624143,5713.35925144966,3821.32340537691,3786.11755403268,4614.18661043753,5123.99209277807,7151.16736953084,8714.65471797575,8810.04717975751,8637.78518713759,8430.29731154454,"NDVI"
"70","26077",4323.30638297872,2153.5009118541,3926.87386018237,4410.11914893617,5557.39270516717,6715.12401215805,7715.83434650456,7949.4820668693,7231.47720364742,5975.28601823708,4650.98085106383,4692.37629179331,1164.80486322188,2651.58936170213,3803.35866261398,4562.66443768997,5775.0103343465,7114.2462006079,8058.04832826748,8159.35075987842,7225.97598784195,"NDVI"
"71","26123",2063.10085924714,2691.53068739771,4370.55503273322,4512.59492635025,5900.10188216039,7509.98445171849,7979.22381342062,8209.07712765958,7693.09369885434,6419.04214402619,5286.70560556465,5413.88604746317,1758.22135842881,2895.02741407529,4462.72831423895,4817.54132569558,6442.64566284779,7498.17062193126,7982.75838788871,8181.77107201309,7867.31853518822,"NDVI"
"72","20073",2992.33300844704,2804.22173489279,2904.20776478233,4112.70532813515,6148.82407407407,6611.5271280052,6664.76884340481,7150.85542560104,6560.50032488629,4981.27972709552,3666.71442495127,3291.59243014945,3051.33219623132,2847.23570500325,2899.147985705,3867.12394411956,6246.81416504223,6911.2594217024,7268.74642625081,7163.14961013645,6801.41796621183,"NDVI"
"73","31035",2288.3126984127,2309.18317460317,2363.64253968254,2692.31206349206,3298,6403.31682539683,8099.68158730159,8320.5780952381,6846.33301587302,3856.60253968254,2758.09936507937,2522.2946031746,2374.33523809524,2396.52857142857,2507.23841269841,2918.3453968254,3623.4873015873,6831.8273015873,8255.6780952381,8296.99873015873,7364.75142857143,"NDVI"
"74","31011",1732.44791666667,2210.70234375,2362.60677083333,2584.99583333333,3417.97604166667,5970.30026041667,7996.36484375,8277.81354166667,6791.3359375,3966.75130208333,2860.2609375,2637.77786458333,2323.61640625,2350.46536458333,2406.8609375,2913.51015625,3660.66484375,6244.18151041667,8036.70859375,7975.06953125,7135.071875,"NDVI"
"75","37081",4681.92154566745,4735.28220140515,5205.625,6699.42652224824,7312.14168618267,7563.04830210773,7507.42857142857,7723.41393442623,7498.24355971897,6895.02576112412,5828.54098360656,5064.00614754098,4644.24092505855,4439.04859484778,4743.83225995316,6203.21428571429,7232.62646370023,7413.03307962529,7688.29010538642,7689.96399297424,7414.92066744731,"NDVI"
