GEOID,VALUE_0,VALUE_11,VALUE_12,VALUE_21,VALUE_22,VALUE_23,VALUE_24,VALUE_31,VALUE_41,VALUE_42,VALUE_43,VALUE_52,VALUE_71,VALUE_81,VALUE_82,VALUE_90,VALUE_95
34027,0,31833900,0,229530592,103116600,44522100,15762600,4464900,501470112,496800,33630300,4720500,4358700,52946100,11314800,188965792,2433600
48033,0,16664400,0,28108800,3114900,306000,60300,11455200,3886200,2516400,50400,1372870784,644441408,1208700,254611808,2469600,3742200
29157,0,26937000,0,39807000,21714300,7026300,1341900,4888800,474026400,4869000,22357800,1441800,4592700,345233696,276471904,13412700,1469700
51175,0,9845100,0,58431600,9432900,2318400,357300,544500,55796400,394739104,114480000,80691296,47767500,5473800,446014784,345701696,7633800
13001,0,10504800,0,47075400,29143800,7065000,2089800,967500,4528800,346844704,12734100,80469000,80838000,50283000,265361408,375767104,26490600
17179,0,33957900,0,67036500,96902096,35683200,13773600,2711700,82184400,1051200,82236600,587700,4502700,81850496,1168287360,20330100,5662800
20149,0,59429700,0,58986000,29891700,6230700,2016000,2448000,233140496,4207500,13092300,3816900,1185972352,245588400,377786688,3909600,15204600
39069,0,11408400,0,50229900,22178700,5864400,2683800,524700,41987700,761400,636300,98100,2357100,5328900,935508608,10757700,243900
48455,0,52677000,0,59420700,29587500,2304900,641700,803700,6577200,936526528,95607904,72815400,140760896,296730912,1350900,175104896,8895600
51053,0,9237600,0,51286500,11292300,3906900,1621800,2845800,131452200,394316992,231256800,118818000,64665900,74530800,123737400,100066496,2887200
37077,0,19164600,0,72793800,18521100,5762700,2496600,969300,329908512,311995808,285646496,34074000,49788000,188192704,53562600,32631300,1739700
51067,0,46612800,0,86902200,24221700,4589100,1268100,397800,718121728,76321800,337898688,31273200,71531104,361917888,46086300,996300,233100
20191,0,23343300,0,100730704,29989800,4780800,1524600,915300,81845104,17100,777600,206100,594220480,11644200,2176686848,36144900,3075300
13277,0,18540900,0,42528600,25238700,8153100,4971600,350100,3396600,111411904,8199900,1662300,11474100,7436700,293194816,161628304,5374800
42061,0,42625800,0,102067200,21337200,4949100,1494000,4340700,1535945344,70749000,167228992,14782500,7254000,200954704,155070896,5525100,1579500
41037,0,284115584,0,132878704,52409700,3992400,258300,439584288,3765600,3649164288,2952000,14684448768,972505792,181203296,312887712,290364288,614498432
29077,0,6946200,0,97226096,140712304,69486304,27904500,3558600,329993088,17108100,107276400,2781900,5687100,929943872,16050600,1721700,148500
41047,0,28992600,1430100,80959504,123730200,70111800,26780400,15438600,9720000,1215283456,51611400,208324800,62460000,512427584,626976896,36207900,24330600
16067,0,12482100,0,43146000,18986400,4532400,405000,34496100,0,0,0,481848288,515583008,661500,839523584,1783800,675900
42067,0,6537600,0,42649200,12415500,2619000,647100,377100,533360704,14062500,72596704,3359700,2778300,119196896,148593600,6387300,2497500
17097,0,66203100,0,219635104,301304704,118398600,45564300,3434400,141941696,1512900,15712200,3966300,23969700,53485200,113966096,59852700,46359000
18161,0,9861300,0,20120400,3720600,669600,204300,37800,89032496,1433700,3077100,48600,1557900,19751400,277068608,1139400,866700
42071,0,81480600,0,244065600,166964400,67609800,27936900,8001900,319255200,5670000,186107392,27934200,5942700,336052800,1078328704,14409000,3581100
29221,0,9684900,0,83017800,7098300,1125000,383400,2502000,1339584256,94523400,159147904,13045500,30919500,225423904,1261800,2910600,625500
29103,0,7182000,0,36387000,8779500,720000,205200,894600,225375296,1098000,7592400,1934100,5150700,400703392,560969088,53045100,4469400
29117,0,20743200,0,35010000,22292100,3382200,1064700,7429500,181361696,727200,18804600,1224900,5804100,390572992,617280320,81877504,15754500
42087,0,7528500,0,53234100,19809000,6437700,2566800,927900,596349888,25703100,84246304,2068200,1633500,104062496,159461104,2482200,733500
27161,0,23048100,0,40494600,14904900,5527800,1727100,516600,22198500,101700,1411200,117000,11343600,26312400,916829120,17838900,37522800
05123,0,28000800,0,57252600,14683500,4718700,1437300,810900,23229900,1432800,110459696,1980000,630900,25688700,1139712256,233774096,9526500
55079,0,9302400,0,78063296,186902096,151546496,67048200,3852000,34926300,93600,3507300,1966500,13025700,10955700,30678300,27546300,4945500
55085,0,302127296,0,126343800,20952900,5253300,2376000,2859300,524068192,75692704,596066432,30768300,48253500,4960800,43562700,1285003776,164070000
36119,0,124628400,0,268849792,133145104,95602496,35601300,1882800,458140512,7777800,49654800,1412100,9051300,21495600,100800,36107100,3326400
22071,0,500876096,0,18031500,101611800,51987600,28004400,1316700,315000,538200,2403900,386100,1837800,3903300,1392300,39549600,157637696
08019,0,2290500,574200,9725400,6393600,2643300,459900,28132200,20153700,596279680,2518200,220290304,104513400,177300,0,15229800,6604200
40065,0,12389400,0,74500200,18550800,5399100,3041100,10801800,4738500,477000,35514000,600336000,76259696,1788300,1243172736,18158400,4800600
40067,0,36703800,0,40673700,7659000,1664100,262800,14861700,162059392,67500,55800,21825900,1356994816,69471000,300748512,1303200,2166300
08005,0,11548800,0,131491800,137932192,86922896,27158400,732600,115200,387000,12600,28284300,918380672,5013900,680459392,3672000,29826000
48389,0,12490200,0,68869800,31625100,14703300,4531500,19134000,2519100,2268000,17100,6054497792,559233920,123300,93694496,10834200,8734500
40141,0,22668300,0,74891696,12820500,2733300,972900,15577200,16938900,11700,308700,94476600,703475968,7393500,1312933504,2190600,5867100
22075,0,2128493696,0,17895600,44609400,12371400,6929100,47367000,3213900,1002600,6868800,1427400,17268300,34452000,3312000,88481696,1332451840
22077,0,106770600,0,34080300,35019900,2743200,1411200,562500,25888500,638100,10784700,3977100,8167500,218691008,546691520,539154880,43883100
08047,0,837900,209700,10209600,3996000,626400,185400,2216700,12335400,295226112,533700,64229400,11062800,0,0,4214700,1831500
29187,0,9513900,0,62197200,29450700,9106200,2452500,10304100,618507008,29721600,76562096,4707000,10033200,283280384,9610200,3325500,120600
01003,0,267056096,0,212770800,86916600,34132500,9732600,20872800,3925800,1318192256,53446500,248978704,221506208,281331904,395280000,1099186176,118886400
09009,0,70499696,0,229238096,209891696,162787504,45443700,6746400,642129280,6699600,83187904,2898900,13574700,27756900,9424800,80333104,22234500
22011,0,17891100,0,69321600,75566704,5542200,2120400,7663500,8361900,1373954432,65546100,369665984,154100704,244366208,33337800,561729600,7873200
32510,0,31008600,0,8575200,19910700,14978700,6343200,178200,116100,48091500,12600,230480096,20148300,842400,0,1702800,1981800
36105,0,66045600,0,133899296,25506000,9372600,2799000,5175000,1154815232,177883200,698322624,8069400,21764700,148391104,2399400,102686400,9087300
50007,0,226923296,0,74993400,53604900,32388300,12078000,2465100,507654912,112175104,205394400,4519800,6875100,253815296,20205900,63784800,21837600
08011,0,45324000,0,36818100,6131700,693000,99900,477000,0,185400,0,397974592,3130189312,1312200,306169216,27580500,57378600
19153,0,50421600,0,158689792,182919600,91415696,32798700,5251500,59752800,1305000,39090600,312300,22278600,153422096,666522880,38655900,20147400
21239,0,4029300,0,24597900,8468100,3308400,1064700,1560600,77076896,1950300,19325700,811800,1843200,356313600,18261000,270000,61200
30107,0,13150800,0,20089800,4520700,507600,127800,1318500,270900,280772096,221400,467072096,2313458944,98068496,374667296,39214800,72567000
42019,0,18940500,0,165650400,76652096,29196000,12569400,6782400,1009763968,3907800,196198208,7916400,26931600,214170304,270116096,15887700,1864800
47075,0,9642600,0,37617300,21275100,4566600,1614600,73800,78311696,1892700,25186500,7525800,1108800,80400600,824028288,292876192,6887700
53049,0,232828192,0,136600192,35549100,6241500,1240200,17446500,36855000,1315287936,65817000,343433696,216468000,34092000,736200,108547200,137415600
51147,0,9949500,0,38256300,9562500,2753100,967500,545400,179850592,98204400,282953696,49621500,50679000,132800400,4137300,43614900,2597400
22053,0,35763300,0,23493600,73422896,11351700,2086200,2095200,1156500,70127104,28262700,11850300,8919000,37222200,1205023488,165610800,14338800
51149,0,38213100,0,34698600,15114600,8220600,2335500,1505700,56260800,193055392,112102200,38944800,15796800,5436900,103621504,89646304,2754000
26137,0,29054700,0,80102704,24642900,6673500,2707200,1273500,548597696,137105104,87153296,66865500,135332992,20516400,67302896,156256192,3933000
01111,0,44383500,0,62087400,22284900,3123000,1013400,2494800,544187712,358895712,87741904,61113600,86511600,228122096,59400,8349300,1252800
51153,0,11092500,0,132220800,90662400,52524900,12393000,2485800,221507104,21472200,126058496,9632700,7405200,112316400,19601100,54637200,4090500
05001,0,116230496,0,80091000,12599100,5883300,2456100,6585300,10303200,17279100,79578896,730800,510300,45900,1487354368,884092480,30098700
24033,0,34006500,0,207989104,210166208,94972496,32260500,7515900,361757696,10967400,102957296,12101400,16706700,61436700,56231100,68794200,7965000
22111,0,74782800,0,61453800,46981800,3357000,720000,2651400,61951500,1031298304,75584704,151740896,145242896,90816304,9876600,584585984,19489500
31085,0,812700,0,34606800,842400,113400,18000,157500,759600,14400,497700,97200,1115793920,46943100,643027520,9505800,5459400
48039,0,293836512,0,209950208,142172096,79927200,34071300,17223300,122181296,89377200,117085504,89116200,125991904,774545408,575825408,656913600,552949184
39021,0,5106600,0,50845500,15267600,3697200,1471500,397800,129011400,1621800,1112400,94500,6415200,88486200,818379904,4925700,1790100
08061,0,22593600,0,68822096,3901500,401400,40500,2372400,9900,0,0,510688800,2069613952,1440900,1894529664,2344500,48941100
08065,0,19418400,687600,6172200,4131000,1992600,212400,63117900,24511500,401796896,3659400,241845296,184963504,900,0,24925500,46131300
08071,0,6107400,0,41369400,12150900,1741500,313200,9576900,234352800,1968471936,56103300,2994809344,6889134592,3690900,68611504,26838900,40444200
26097,0,416674816,0,58690800,28812600,6910200,1119600,30657600,441001792,288277184,229763696,29995200,54411300,72806400,4829400,1330179328,56075400
41011,0,68520600,0,185976000,39148200,14397300,6094800,41052600,35248500,2098448128,651192320,406806304,380116800,63692100,1837800,35293500,181562400
08109,0,5278500,0,25481700,18081000,2871900,146700,66910500,478998016,2460375040,97462800,3584723456,671731200,97667104,289546208,168128096,237405600
55023,0,84843000,0,51690600,19162800,4064400,986400,637200,741499200,4772700,57622500,1774800,3498300,292186816,196785904,60599700,26702100
48061,40671000,624041088,0,126500400,129984304,91752304,29233800,84600000,22160700,7499700,31802400,187141504,116874896,70868704,1034205312,64910700,365485504
48417,0,7161300,0,33219900,5544900,1630800,391500,179100,17142300,16446600,1800000,958654784,1187057664,2010600,140013904,540900,41400
22089,0,314243104,0,12731400,47915100,11553300,10953900,766800,1453500,459900,1797300,468000,1966500,44424000,14370300,224213408,345445184
40083,0,24078600,0,89258400,16586100,6087600,1985400,1641600,384164096,43707600,4977000,19529100,971686784,20509200,343623616,1791900,4056300
13241,0,15939000,0,67393800,6156000,2430000,708300,392400,329391008,102834000,408192288,6314400,4181400,29345400,1422000,543600,125100
05143,0,14741100,0,127165504,71031600,35981100,12764700,4913100,1171849472,9348300,68031904,15027300,19069200,863609408,1800,5316300,214200
48261,0,414124192,0,28450800,12897900,1894500,102600,224432096,101966400,340689600,30959100,727380928,1910400256,112419904,3170700,22905900,676111488
37169,0,13047300,0,76620600,10537200,2554200,1136700,635400,593433024,86143504,119724304,27360900,25105500,198093600,19518300,3692700,341100
48405,0,143146800,0,42839100,11462400,2532600,1649700,5818500,46389600,681034496,124154096,88003800,70420496,112888800,6300,172240192,17098200
48005,0,160282800,0,96561000,60443100,15419700,7854300,6447600,23139000,826215296,190561504,150585296,93294896,288543616,74700,323225984,21120300
05117,0,91728000,0,54786600,7169400,2343600,713700,4211100,89523904,30727800,32860800,660600,4164300,55643400,1010233792,351520192,6066000
01127,0,28920600,0,108237600,24694200,10956600,2367000,13706100,572390976,491554816,326880896,114417904,118422896,199327504,1496700,55224900,2565900
53037,0,92951104,3785400,163805408,63474300,22936500,6471000,55755000,5741100,2125034112,2001600,1896491648,1129063552,421272000,39663000,40764600,6795000
55061,0,8554500,0,23308200,24784200,3924900,1223100,2646900,31702500,2214900,9122400,848700,393300,98369104,532599296,144463504,6018300
27165,0,12673800,0,39906000,10513800,4479300,783900,658800,11957400,0,378900,16200,2251800,6373800,1005046208,9445500,34149600
08051,0,49404600,3038400,41760000,12301200,4041000,603000,130198496,1713671936,2788139776,207798304,2932645376,230382000,129621600,1059300,103685400,78302704
12027,0,13707000,0,62903700,18381600,4235400,1420200,1983600,2015100,18499500,11576700,57649500,9997200,688741184,316862112,368737216,77185800
21209,0,2161800,0,35110800,17513100,8888400,4154400,416700,188634592,13514400,57222000,1429200,3168000,388203296,16650000,12600,50400
05131,0,27265500,0,79434896,63467100,26506800,11098800,3111300,358377312,116856000,200897104,26415000,102657600,354855616,17451000,18731700,9582300
18153,0,35401500,0,54808200,11820600,3545100,1380600,3239100,257353200,5707800,43051500,2915100,9041400,97075800,624141888,18318600,3726900
29069,0,14131800,0,68631296,14389200,5409900,1654200,387900,9036000,18000,11329200,54000,170100,21326400,1183942784,74781904,3120300
36019,1242900,206233200,0,85152600,45429300,17365500,6318900,10125000,949365888,503886592,249269408,53064900,48819600,252241200,142445696,315484192,20669400
51163,0,6314400,0,73225800,25215300,3589200,1104300,429300,731491200,68941800,285251392,7833600,12488400,340091104,11153700,457200,149400
42043,0,79128896,0,117131400,109500304,50090400,22878900,1989000,556190976,5708700,116389800,13369500,3201300,156843904,211932896,4264200,864000
05021,0,13297500,0,59953500,8597700,2454300,735300,503100,100689296,1546200,74017800,1342800,1162800,110153696,1098363648,163622704,10196100
31135,0,777600,0,70719296,2496600,716400,331200,562500,1111500,0,199800,522000,397870208,36531900,1785867264,296100,3047400
34021,0,9341100,0,113542200,78210896,44556300,18772200,1251000,95366704,1333800,14597100,2541600,1708200,38130300,57002400,70359296,2997900
31139,0,4734900,0,49739400,9248400,1167300,371700,537300,22021200,28800,1168200,17100,290531712,2563200,1093412736,3906000,7807500
05023,0,99801000,0,55729800,20354400,5457600,4044600,6147000,477089984,201214800,273364192,36257400,44281800,305782208,585000,4845600,773100
38051,0,187961408,0,72684000,6471900,964800,290700,1588500,1327500,3600,0,25898400,915915584,115860600,1169761536,5987700,72075600
39045,0,12420000,0,95943600,46942200,17090100,5746500,940500,301158016,5644800,31197600,5202000,3690000,240108304,554546688,2645100,797400
39065,0,2302200,0,49102200,19116900,3919500,2177100,729000,85674600,351000,531900,20700,5921100,45322200,1001633408,7096500,1919700
29141,0,59052600,0,72160200,14887800,3515400,1101600,2050200,856805376,4972500,45452700,4038300,7638300,486198016,81266400,4433400,545400
05029,0,35251200,0,52178400,19379700,6554700,3265200,4037400,249830096,254729696,115816496,47598300,40891500,439532096,100685696,65326500,6907500
56017,0,3943800,21600,14472900,6331500,1817100,332100,20636100,1611900,342320384,1641600,3973883392,708433216,34888500,23645700,33183900,25341300
36061,0,14923800,0,2200500,3065400,10992600,23941800,231300,1670400,322200,146700,260100,512100,127800,25200,26100,187200
27089,0,63987300,0,121576496,26250300,1655100,261900,4104900,154431904,3513600,8970300,2084400,4611600,150944400,2842040576,354934784,948879872
46035,0,9427500,0,45217800,11269800,6237000,2449800,570600,12555900,91800,371700,1506600,52425000,243603008,696435328,488700,43767000
47025,0,23432400,0,51122700,24742800,6791400,2195100,4835700,640426496,12848400,76265104,20781000,90918000,218603696,1817100,254700,162000
45029,0,67018500,0,97712096,18517500,3352500,1227600,2097000,65642400,840266112,14443200,59799600,72274496,60440400,181626304,1021178688,198435600
12041,0,6368400,0,45706500,12575700,1530000,291600,895500,13790700,239692496,918000,80784000,62589600,239343296,86741104,134563504,6356700
39115,0,11639700,0,49917600,8451000,1684800,459900,6254100,686196928,19392300,78241504,3108600,8689500,208517408,16495200,510300,339300
28007,0,8775000,0,69707696,7091100,2074500,605700,526500,82192496,529519488,486614688,118235696,93714304,184838400,36846000,251383504,13706100
44009,0,136064704,0,48474900,60186600,49647600,11079900,12917700,268998304,42248700,134076600,5647500,21225600,27055800,8161200,138779104,14066100
48183,0,20501100,0,43772400,121210200,42570000,18133200,2098800,41617800,78262200,65452500,23320800,22467600,132568200,128700,105852600,6228900
05033,0,35283600,0,55159200,39306600,12076200,3536100,1904400,719583296,73584000,163700992,7719300,12960000,354645888,73721696,13405500,14040900
42127,0,56440800,0,117940496,14683500,3908700,1319400,3474000,1066096768,38196000,260176496,15814800,15310800,273424512,2447100,98388000,12006000
05047,0,29584800,0,42698700,23796900,3864600,597600,2574900,515916896,225512992,119138400,21560400,26630100,563135424,9078300,2203200,5622300
40049,0,24462000,0,72351904,24193800,7871400,2698200,870300,411481792,381600,216000,24427800,1150306176,212252400,182799904,320400,1708200
05071,0,64029600,0,59413500,18677700,3898800,933300,2270700,784764032,328780800,73360800,26479800,29997000,363997792,16664400,6323400,16107300
36095,0,13365900,0,67620600,18363600,5181300,1269000,3215700,435904192,196843504,408913216,6411600,25924500,319666496,41427900,51649200,8785800
05087,0,1425600,0,74951104,11340000,2426400,437400,590400,1381232640,23649300,61797600,17904600,38000700,568602880,900,1162800,87300
48467,0,40861800,0,44926200,95642096,9108900,2889900,2152800,109476896,19622700,273968992,8568900,23059800,1442481280,243000,144443696,10982700
36091,0,78795000,0,144891008,85860896,26681400,9187200,7048800,540718208,381379488,296731808,11835000,20587500,202826704,66848400,287674208,21090600
40109,0,33527700,0,227188800,216598496,195887696,102332704,2147400,380352608,3249900,1872000,24183000,539875776,46713600,84420896,778500,1449900
22095,0,508258816,0,11709900,37730700,9162000,5683500,1944000,1320300,576900,1411200,991800,1657800,15177600,54067500,311348704,125170200
40113,0,166700704,0,172372496,26413200,6381900,2438100,1612800,1609101952,3853800,3339900,72250200,3202920960,512506816,128795400,31118400,16451100
36071,0,64863900,0,201264304,93671104,50594400,18816300,3553200,1023882304,11151000,82518304,4546800,17481600,313329600,58837500,213597904,25726500
41017,0,66302100,7873200,143905504,96755400,20631600,3223800,137543392,159300,2894729472,123300,3940641792,376060512,113113800,44620200,31248000,44915400
21185,0,18100800,0,53068500,15122700,4671900,1638000,491400,171354592,3048300,63385200,584100,4126500,163824304,28192500,211500,68400
04003,628200,3776400,0,211297504,46078200,16421400,3453300,158401792,694800,956915968,66063600,11477903360,2540949248,3504600,597383104,29603700,6750900
18019,0,12996900,0,72152096,34859700,20318400,10911600,6708600,387070208,3707100,57345300,1217700,8434800,166764608,178638304,5107500,379800
30051,4500,49395600,0,74619904,7023600,414900,61200,1052100,47700,11768400,58500,329472896,919442688,134706592,2188384256,4307400,14049000
37185,0,39483000,0,50853600,9552600,1161000,205200,390600,138908704,373678208,210510896,62573400,46053900,89786704,61264800,59454900,1418400
51191,0,8264700,0,82681200,18766800,7812900,2198700,924300,747886528,14857200,73593000,9029700,11819700,449390688,6351300,1548000,691200
12083,0,91798200,0,444952800,154261792,49607100,12159000,13964400,11903400,1844393344,7716600,165605408,123831904,901484096,38910600,354672000,100019696
34035,0,3456000,0,169565408,102906896,42584400,12308400,4802400,211511696,5084100,26780400,9630000,4858200,69407104,63812700,81374400,916200
20047,0,3488400,0,54250200,7641000,1071900,279000,135900,1173600,7200,146700,1617300,429985792,1144800,1102968960,7728300,2209500
21137,0,3907800,0,38384100,5951700,2313000,597600,3165300,263551504,3631500,70513200,2314800,8113500,392028288,55392300,870300,104400
31141,0,20800800,0,56791800,26276400,10036800,4511700,2080800,19170000,11700,670500,52200,189732608,2535300,1387342848,29285100,11119500
38095,96300,71523904,0,76841104,6254100,739800,102600,1266300,5020200,2617200,164700,860400,289201504,56417400,1987375488,1534500,198534592
29143,0,37329300,0,54952200,17115300,6354900,2618100,865800,1449000,21600,227700,1800,28800,284400,1529184640,67720496,9757800
37021,0,8024400,0,254285104,65560500,27037800,9271800,1345500,858083392,25677000,240963296,6617700,12140100,192863696,4570200,899100,30600
27085,0,39281400,0,35070300,29003400,15448500,4728600,1584900,35514000,96300,1368000,992700,964800,56860200,1035863104,7283700,46144800
35005,0,12790800,0,95815800,36117000,13788900,3440700,9873000,4500,45870300,0,12186770432,2994664448,927900,272752192,19718100,22214700
39075,0,4147200,0,54234000,13930200,4774500,2046600,1135800,392640288,6592500,42658200,1277100,2822400,429902112,142354800,10373400,1719000
31167,0,8502300,0,32787900,7594200,917100,675900,1162800,31301100,15300,564300,60300,242562592,2290500,767337280,17534700,3655800
37023,0,20800800,0,120303000,38895300,10019700,3079800,796500,437593504,128234704,393208192,26600400,17095500,116883904,7688700,5019300,466200
42109,0,7546500,0,48340800,19182600,5024700,1738800,315000,350441984,19324800,84534304,1237500,1989900,104086800,183517200,5632200,1563300
33013,0,65731500,0,104373000,70029904,36099000,9852300,17775900,433825216,423868512,868458624,85401000,35201700,85067104,10042200,195789600,14660100
29149,0,3742200,0,50175000,6584400,799200,230400,5495400,1201616128,35629200,122373904,19449000,28980000,580157120,2700,2062800,276300
34025,0,56306700,0,238050000,199448096,85181400,24331500,6833700,217847696,10667700,42198300,8190000,6707700,36371700,121202096,189561600,8052300
42007,0,22515300,0,124564496,68857200,33531300,18658800,2557800,599127296,2407500,80224200,3673800,8441100,150366592,31367700,3992400,1178100
29047,0,32989500,0,102949200,108112496,41643900,17847000,1376100,149802304,14400,1271700,773100,3235500,409762816,168193792,17954100,3042900
42039,0,66838500,0,139700704,44269200,9616500,2583900,3425400,1173969024,52770600,151554592,11619900,13267800,490855488,280959296,219416400,16141500
29079,0,8760600,0,31777200,19143900,2043000,579600,1593900,149264096,978300,22797900,1055700,3703500,429794112,422799296,37664100,3346200
46137,0,26631900,0,26269200,6411600,633600,91800,8478900,11868300,959400,2313000,6149700,4382059520,62197200,513453600,18785700,51672600
29165,0,19131300,0,67020300,57103200,22655700,9310500,2126700,224231392,64800,4223700,1796400,6460200,287287200,340738208,28401300,10990800
48337,0,27521100,0,72511200,29973600,8963100,1914300,4278600,467500512,731700,905400,152736304,1439549056,140912992,75655800,1202400,1798200
49003,0,1636583424,0,87007504,41628600,15237900,6184800,4240865792,92723400,541895424,11147400,7945430528,1332242048,126613800,952469120,28726200,346394688
48135,0,358200,0,122301000,58959900,32632200,9827100,5418000,0,2700,0,2020743936,73506600,0,1108800,10031400,830700
49015,0,24804900,0,57938400,21995100,5963400,394200,941886016,145917904,970999168,25795800,8848515072,234995392,90056704,128858400,41487300,8208000
48187,0,11411100,0,113521504,35964000,23990400,8514000,3282300,254881792,12933900,27374400,510384608,49521600,460750496,300057312,37398600,1388700
48209,0,7548300,0,96284704,40878900,26149500,10643400,4150800,188058592,552011392,3273300,524116800,228802496,19874700,66321000,6376500,209700
48293,0,51867000,0,79977600,26929800,11457000,4904100,10183500,254672992,22397400,111638704,25613100,707378432,889154112,163814400,47538000,7543800
40117,0,75307504,0,55257300,10296900,3286800,665100,783000,406908896,12033000,2692800,21567600,804891584,48528000,89456400,4334400,2849400
22107,0,140415296,0,43758900,6989400,1436400,149400,1485900,1527300,113400,3809700,402300,225000,65700,916635584,610640128,24978600
47103,0,5553900,0,63226800,16008300,5108400,1876500,509400,470044800,49471200,59958000,7138800,17833500,568739712,159653696,21680100,1198800
36007,0,25019100,0,108245696,55577700,27066600,8493300,7025400,669251712,87073200,437148000,12008700,8234100,342476096,25153200,22719600,10449000
51113,0,1744200,0,27462600,5095800,805500,247500,93600,397580416,18549900,115369200,3080700,6877800,224285408,43668900,1091700,180000
40005,0,48056400,0,57672900,8642700,3759300,1146600,2170800,992218496,171334800,206007296,85449600,463503616,454420800,1010700,49869900,18108000
36115,0,36171900,0,64694700,39977100,14112000,2958300,4630500,764007296,272654112,169171200,8402400,35208900,422939712,158173200,118966496,30037500
51137,0,5424300,0,52260300,9345600,2630700,810900,205200,252540896,46537200,180727200,16746300,13965300,236016896,47651400,11998800,804600
01073,0,33411600,0,401811296,283194912,121342496,49815000,19590300,815252416,510488992,355260608,102908704,107339400,127680304,405000,22421700,607500
51157,0,1632600,0,30013200,2720700,325800,27000,17100,382508992,13583700,98622000,965700,4888800,182994304,3899700,487800,81000
40023,0,74163600,0,51597900,10443600,2492100,488700,6309000,457707584,89765104,130426200,39362400,129582896,891665088,31162500,98818200,30325500
40063,0,29418300,0,59840100,8408700,2945700,1593000,8473500,1012536896,16597800,10182600,51535800,478044896,405252000,15009300,5439600,2753100
40091,0,233358304,0,57734100,12032100,4222800,1323900,2717100,730863872,3541500,5163300,59256900,207335696,527371200,6514200,7995600,8936100
48185,0,26532000,0,50593500,46117800,5394600,2477700,3375900,12924900,268200896,228206704,46683900,37496700,1197184512,14701500,141653696,9151200
48179,0,23279400,0,54162900,21362400,4381200,2139300,4522500,9436500,161100,75600,391541408,1416936576,1270800,452097888,6399900,16920000
26153,0,141205504,0,71639104,23235300,5568300,944100,16099200,385496096,286122592,225909904,50380200,81006304,29498400,15152400,1664655360,216902704
37071,0,17597700,0,153808192,92708096,24553800,10789200,387900,231494400,61128900,138500096,15042600,17361000,146382304,15134400,7789500,882900
31057,0,2434500,0,38662200,3658500,673200,110700,1206900,499500,9900,164700,287100,1471498240,24800400,826904704,6995700,10615500
29207,0,16148700,0,76050000,21655800,6862500,1712700,4137300,162692992,634500,20134800,448200,2035800,216908096,1539161984,92722496,15845400
34011,0,81442800,0,89402400,49372200,22599000,9668700,10227600,141952496,45327600,131634000,14201100,6851700,2680200,262700096,250324192,172711808
05059,0,33112800,0,65667600,25890300,7054200,2874600,5391000,310966208,579557696,147161696,87149696,107665200,206457296,18648000,57430800,3065400
36085,0,22851000,0,14655600,23587200,56128500,14919300,1902600,15918300,24300,172800,1360800,2520000,165600,148500,7800300,6936300
51193,0,66293100,0,34281000,5677200,1580400,360000,876600,47521800,53866800,183474000,11750400,6671700,13388400,160445696,77234400,9045000
36111,0,77254200,0,153203392,47541600,18013500,6502500,8490600,1490784256,119583904,635466624,7138800,14922900,185886000,28390500,188213408,9921600
05063,0,26138700,0,62934300,27655200,7069500,3651300,8662500,693434688,59433300,222696896,16093800,24081300,513632704,285648288,52641900,2326500
29029,0,125052304,0,100067400,27302400,11692800,4033800,4441500,1104655488,14682600,33794100,11375100,18480600,300887104,1046700,5324400,751500
29175,0,23832900,0,43482600,20392200,5792400,1765800,2315700,339158688,874800,13549500,837000,7264800,484095616,298358112,18103500,3540600
48199,0,13174200,0,103840200,42494400,10071900,3146400,1874700,8799300,659668480,325799104,128736896,92645104,119259904,4050000,770016576,32907600
38091,0,22542300,0,55080000,3535200,576000,73800,270900,15177600,2506500,4982400,570600,42925500,71274600,1551293056,14553900,69704096
34001,0,155165408,0,116361904,77481000,49877100,19106100,7946100,201462304,58680900,209924992,9928800,5727600,1890000,105365696,370937696,172232992
37115,0,4081500,0,52418700,5918400,1421100,293400,799200,720191680,22770900,213514208,6110100,9965700,111065400,230400,176400,15300
42009,0,9502200,0,115613104,30510000,7776000,2345400,8861400,1600470912,27964800,212444992,17512200,33472800,348863392,210239104,838800,915300
36009,0,31189500,0,138037504,28116900,9234000,1863000,10229400,1714851840,139903200,594288896,19472400,14188500,479246400,126549000,86914800,21210300
30067,0,31248000,1758600,40479300,14915700,4242600,331200,63336600,18169200,2624468480,3889800,2618770432,1537695872,92061000,165996896,31310100,34781400
13185,0,19960200,0,84947400,43358400,18590400,10701900,670500,5573700,397647008,56312100,35879400,45826200,21607200,212044496,364599008,17452800
13107,0,15048000,0,74711696,26930700,5794200,1346400,1247400,44970300,560599168,38875500,142338592,125823600,65009700,244563296,415908000,14825700
36103,0,882244800,0,530900096,456202816,275505312,76622400,46939500,381975296,126300600,120621600,12455100,29447100,100842304,49161600,42170400,84283200
30109,0,1570500,0,19287000,3842100,686700,33300,504900,14805000,67325400,6966000,563012992,1255211136,6624000,353403904,2358900,2762100
49045,0,647306112,0,74027696,51523200,23657400,7792200,7060983296,73154704,796108480,2760300,7588990976,2300955392,84825904,48742200,14242500,130739400
48323,45648900,22833000,0,21240000,30857400,30046500,9518400,8828100,1601100,21600,240300,2648431872,458668800,7745400,55741500,10458900,11341800
51101,0,29923200,0,29338200,4390200,1415700,709200,1028700,89157600,121801504,155597408,36414900,14690700,4564800,157089600,105686096,24441300
