GEOID,VALUE_0,VALUE_11,VALUE_12,VALUE_21,VALUE_22,VALUE_23,VALUE_24,VALUE_31,VALUE_41,VALUE_42,VALUE_43,VALUE_52,VALUE_71,VALUE_81,VALUE_82,VALUE_90,VALUE_95
51185,0,829800,0,52065000,30340800,16300800,2671200,2932200,854764224,58325400,43729200,7725600,24029100,264951008,2057400,1448100,798300
19135,0,4401000,0,28621800,15438600,1998900,911700,487800,323496896,1348200,26482500,3243600,11948400,426753888,267055200,10257300,1203300
19191,0,4070700,0,37445400,41490900,6149700,1015200,1503900,223841696,1977300,21017700,395100,62576100,364584608,1006892992,4211100,5166000
38103,0,111861000,0,109869296,7269300,931500,216900,1179900,8255700,198900,5400,574200,244351808,366597888,2262836736,3266100,187395296
37165,0,5061600,0,57444300,22341600,7153200,1876500,1592100,17693100,207665104,9324900,30933000,46753200,4041900,179540096,202412704,5303700
48047,0,720000,0,21829500,9456300,2645100,429300,10462500,136070096,10062900,13704300,813326400,1055403008,300617984,4771800,25274700,34577100
48139,0,38374200,0,112861800,74283296,38821500,16146900,6318000,228826800,11484000,4473900,13449600,920720704,395978400,532730688,55435500,17474400
37111,0,12038400,0,76758304,13221900,5521500,1571400,671400,644643904,29739600,263492096,19654200,10395000,66477600,1998900,2052900,266400
20189,0,808200,0,67683600,5517000,814500,265500,142200,61200,3600,7200,282732288,266729408,11952000,1248757248,34200,450900
29151,0,23750100,0,56519100,11816100,2229300,614700,1289700,610962304,12767400,248942704,4970700,8982900,500336992,82146600,17159400,2467800
48219,0,3673800,0,91798200,15977700,3621600,1255500,914400,85500,0,29700,563531392,235320304,26035200,1400806784,167400,9225900
55121,0,22053600,0,67539600,20644200,5044500,1785600,1181700,625845632,22776300,64417500,17991000,7280100,203375696,760119296,67815000,30525300
29153,0,27648900,0,59281200,7134300,683100,106200,12171600,977953472,77139904,159811200,19030500,38502000,576576000,80100,1210500,101700
31067,0,22268700,0,75286800,23987700,4991400,2284200,422100,114744600,795600,4512600,668700,400835712,42377400,1532539776,824400,762300
39141,0,15627600,0,67892400,30848400,14013000,3951000,1378800,797848192,7485300,43193700,13002300,20381400,320532288,465131712,4719600,1129500
19141,0,2221200,0,57221100,12841200,6343200,1110600,696600,1756800,939600,12405600,380700,20807100,37652400,1322154880,856800,5435100
46007,0,21702600,0,38958300,12230100,878400,177300,301500,13434300,81514800,1949400,8938800,2194843392,27672300,548814592,13810500,131820304
54087,0,393300,0,47825100,5185800,1554300,226800,297000,992296832,1421100,95607000,4077000,9927900,105265800,42300,0,0
40011,0,32094900,0,72276304,22120200,5934600,1536300,5743800,56822400,156838496,14518800,10843200,1017343808,3934800,1025332224,395100,1765800
20025,0,4479300,0,76262400,3029400,733500,142200,209700,1792800,0,90900,11964600,1834522240,28802700,564750912,3771000,6394500
01121,0,62953200,0,130140896,38516400,13489200,5976900,8327700,616692608,419628608,117669600,82779296,82517400,291154496,72930600,41265000,3480300
21115,0,4624200,0,25992900,14008500,5841900,1469700,1493100,520099200,867600,53639100,5382000,12253500,31971600,45900,10800,34200
46121,0,9877500,0,31002300,16856100,1830600,211500,1276200,40213800,8264700,85428896,14418900,3019871744,28683900,211976096,29423700,102740400
48007,0,506655904,0,21296700,19450800,9286200,2573100,31995900,51305400,12824100,6373800,48708000,70270200,29273400,11821500,57046500,315062112
13085,0,7246800,0,41356800,9109800,2569500,1107900,1585800,289419296,46836000,84870000,7671600,12632400,38511000,611100,2032200,209700
19157,0,4778100,0,53728200,21031200,4798800,1402200,351900,39003300,349200,12155400,225000,29770200,208678496,1140751744,7747200,2232900
48159,0,23847300,0,13130100,25538400,2552400,816300,291600,67572000,7961400,91301400,6580800,13399200,394082112,3339000,107606704,10766700
18047,0,17886600,0,44538300,7092000,1900800,514800,1045800,470936704,1243800,48188700,941400,7838100,118132200,291554112,1759500,481500
21027,0,28080900,0,65651400,3546000,1128600,288000,853200,682263872,14120100,150640192,9604800,17409600,345337216,191965504,918000,429300
13159,0,15723000,0,42124500,3931200,690300,222300,2430900,260211600,304616704,107311504,29258100,41862600,121489200,400500,37451700,569700
48165,0,19510200,0,116947800,16371000,3339000,1066500,4558500,480600,14400,1800,1333241088,294965088,1444500,2090579456,619200,8252100
48211,0,3096900,0,31318200,16838100,7221600,727200,4725900,1894500,45900,662400,589384832,1564934400,157500,75599104,36334800,31097700
19037,0,3889800,0,42531300,18447300,4095000,1023300,642600,38236500,799200,3009600,135000,38302200,64470600,1051883072,30886200,10907100
45083,0,27501300,0,277067712,132707696,51097500,25398000,5047200,599023808,225288896,198000896,27685800,74029504,454235392,6306300,29154600,2271600
19095,0,7807500,0,38075400,27175500,6369300,1677600,354600,74938496,273600,18104400,628200,91356304,216841504,967813184,42064200,27935100
40133,0,21745800,0,62826300,15043500,5007600,1373400,3495600,743732992,1318500,1899900,27817200,494250304,225433792,6349500,6615900,2632500
27155,0,44995500,0,49080600,6915600,1737000,357300,1219500,9647100,6300,1954800,51300,2785500,17916300,1322224256,1433700,61333200
18059,0,2735100,0,52655400,32743800,12015000,3700800,80100,46809000,276300,1377900,113400,6257700,23881500,604675776,5199300,713700
06087,0,9531000,0,107054096,36277200,35993700,8549100,2877300,369900,559333824,155020496,80400600,68790600,7243200,53651700,4413600,3588300
05011,0,12158100,0,33885000,39415500,3431700,880200,827100,35472600,674144128,7780500,141541200,98746200,49167000,7236000,568575872,20101500
19171,0,9002700,0,60397200,23486400,4263300,1053900,856800,67347000,872100,27652500,1863000,39262500,217590304,1334668544,46219500,35729100
51031,0,6203700,0,51355800,25420500,6462000,1911600,2483100,283297504,123835504,274518912,87482704,81062096,307080896,20761200,3153600,718200
55001,0,92860200,0,71976600,23006700,4084200,1057500,970200,356496288,149780704,204529504,58638600,92568600,40464000,413055904,181661408,58882500
37179,0,10188900,0,151652704,69350400,23227200,9007200,771300,309334496,103869000,237028496,15177600,35534700,363294912,319146304,10347300,434700
18165,0,13336200,0,28214100,19070100,3395700,1220400,2095200,148517104,768600,10719900,1324800,13124700,28880100,399057312,13563900,873900
38011,0,14566500,0,49543200,9457200,1579500,292500,1167300,552600,3195000,56700,1033471808,914120128,38529000,946015232,3311100,13790700
06031,0,27230400,0,93891600,57910500,56437200,13588200,20286000,5400,177300,410400,56605500,603393280,13466700,2638242816,397800,11362500
21123,0,2185200,0,27148500,2839500,992700,279900,182700,204471904,5416200,59080500,2579400,3176100,173449792,177947104,1382400,98100
40125,0,27349200,0,86850000,33489900,10579500,3719700,5883300,766484096,805500,2231100,31028400,830435392,197120704,57028500,4788900,5299200
27129,0,15290100,0,82581296,21195000,7046100,1410300,2751300,52850700,309600,3181500,162900,5651100,21598200,2247271168,3310200,64659600
20169,0,18652500,0,70531200,37208700,13746600,6756300,488700,71712000,97200,1162800,221400,754272000,10452600,862883072,2157300,644400
40077,0,14190300,0,40070700,7393500,3012300,1521900,1184400,456219008,299355296,567981888,45001800,89920800,358390784,9000,28539900,1077300
19109,0,6568200,0,87324304,20997000,5690700,1442700,2178000,10021500,89100,522900,27000,16502400,79806600,2245831168,21427200,26287200
42001,0,5827500,0,97304400,44541000,14079600,3391200,4318200,310183200,24125400,145121408,8918100,7133400,327215712,329734784,32911200,3241800
18065,0,7037100,0,53718300,22703400,7227900,2412900,132300,103465800,363600,1339200,108900,6460200,70545600,757830592,4911300,683100
46067,0,18745200,0,76495504,8835300,2817000,611100,3423600,7056900,117900,192600,108900,127745104,305840704,1499738368,476100,63348300
55119,0,28704600,0,69574496,13723200,2319300,1029600,320400,783391488,15213600,228867296,11067300,9664200,86497200,595419328,657311424,54864000
13095,0,8979300,0,64878300,49761000,17218800,10380600,774000,34431300,168295504,51057900,6958800,31374900,2628900,205227008,206342096,7600500
21039,0,24898500,0,18914400,1273500,358200,129600,424800,105824704,144000,4317300,414900,1274400,49038300,257083200,35514900,5022000
13157,0,7724700,0,74409296,47701800,14781600,5771700,2713500,305789408,46541700,84502800,9252900,19361700,237067200,819900,36417600,3891600
18131,0,2933100,0,36333900,19866600,2965500,1187100,1482300,113012096,2119500,4851000,140400,6179400,10275300,893786368,28461600,2308500
46102,0,11429100,0,34992000,17144100,2124000,255600,661534208,12514500,194988608,6847200,96009296,4107311104,10216800,208238400,28447200,34670700
51683,0,9000,0,5176800,6201900,3291300,976500,287100,673200,153000,618300,18000,178200,27000,1800,337500,14400
20167,0,46511100,0,66812400,22720500,3322800,681300,253800,37143000,4500,165600,671400,1412515840,8654400,728630976,1670400,1244700
48205,0,1558800,0,54915300,7425900,1596600,567900,1470600,11700,0,0,1568836864,967341568,6372900,1173965440,596700,3147300
08033,0,2660400,0,12393900,6984900,81000,5400,34089300,630072000,1072399488,57943800,614949312,104174096,2590200,226623600,9215100,4352400
24011,0,10324800,0,39309300,13596300,4023900,1325700,360900,54283500,16453800,62487000,3051900,896400,2238300,493582496,137979904,4899600
19011,0,10087200,0,59175000,35244000,8901000,1864800,930600,48264300,428400,13743900,323100,33122700,128351696,1484730880,32677200,11763900
17189,0,8803800,0,48456000,25660800,6786000,2370600,279000,114038096,125100,82193400,224100,2718900,92798096,1012913984,62143200,1387800
37151,0,23138100,0,141916496,59090400,17486100,7895700,668700,791095488,112635904,247041904,72540896,66446100,420806688,72990000,8306100,612000
48087,0,1087200,0,41419800,2657700,488700,172800,13000500,1585800,150300,20051100,1245936640,536629504,37800,514240192,3401100,1804500
20035,0,36493200,0,94327200,33743700,6624900,2527200,3157200,199613696,108900,1589400,2931300,1788220800,75547800,662103872,27249300,4422600
38039,0,61335900,0,54582300,4590900,566100,149400,1329300,13081500,2572200,158400,1588500,142319696,319995008,1092563072,12276900,139431600
05057,0,36788400,0,55736100,26064900,6594300,3449700,1904400,247890592,526098592,148994096,81261000,73751400,502902912,3330900,188687696,12339900
51530,0,115200,0,1673100,3586500,1089000,321300,0,2620800,412200,2650500,470700,354600,1161000,0,4500,0
26133,0,16326900,0,53264700,27356400,4645800,1403100,846000,443100608,65243700,91252800,31477500,89547296,16616700,357027296,272929504,12615300
48153,0,108441000,0,73351800,6345000,1006200,342000,2133000,5152500,26059500,47700,175777200,714202176,22420800,1408474752,196200,27899100
46079,0,57615300,0,55079100,7047900,3033900,864000,899100,10575000,11700,331200,105300,99690304,106139696,1084476544,623700,61745400
46027,0,23132700,0,41667300,6842700,2756700,726300,938700,17608500,345600,1594800,28800,16864200,66327300,884299520,8864100,19256400
42037,0,12970800,0,85302896,21670200,8709300,2718000,5239800,495461696,25701300,176907600,8959500,3187800,246906000,195102896,6880500,3213900
51540,0,37800,0,5048100,6681600,4270500,1574100,34200,791100,63000,441000,6300,153900,155700,0,8100,8100
51033,0,21825900,0,54555300,14715900,5185800,1674900,2237400,272486688,215711104,334931392,93252600,35767800,25816500,174493792,155383200,4846500
27133,0,2383200,0,45413100,8121600,3112200,672300,1747800,6075900,0,227700,129600,20397600,84927600,1062873024,31500,15902100
29053,0,19005300,0,41847300,15738300,4627800,1164600,1964700,332568896,2301300,47122200,2394900,3756600,474488992,518891392,18537300,9492300
20147,0,15155100,0,64863000,30038400,4156200,766800,1471500,24269400,4500,247500,12416400,1154544256,3443400,966812416,25070400,9406800
32011,0,9115200,0,41986800,5055300,571500,26100,269235904,14907600,1322215168,1807200,7128168960,1797660032,30537000,133576200,101871000,36734400
38031,0,54152100,0,59173200,5681700,877500,222300,3911400,5843700,909000,44100,276300,15829200,217634400,1171548928,869400,137102400
29145,0,2713500,0,81921600,28042200,10146600,4303800,1504800,544942784,418500,6855300,5533200,11471400,860442304,56331900,4447800,54900
51640,0,900,0,5442300,2599200,1585800,1089000,26100,3076200,948600,1914300,136800,42300,3689100,0,0,900
37083,0,27894600,0,71970304,24462000,6368400,2015100,342900,132397200,407023200,171881104,68421600,47375100,29864700,535997696,377163008,5211000
20159,0,7001100,0,73741504,13857300,2331900,931500,334800,44445600,2700,729000,1391400,508454112,1785600,1240602240,2863800,3374100
18087,0,20142900,0,38318400,24860700,6839100,3195900,517500,29006100,3399300,1670400,1132200,2717100,177015600,513756000,169413296,10616400
12085,0,352320288,0,110927696,85148096,34053300,7559100,2929500,2673000,35754300,5979600,10994400,15249600,369205184,217636192,391739392,118011600
17129,0,6751800,0,23715900,19886400,3323700,644400,468900,49743900,49500,38634300,77400,764100,61149600,609914688,10922400,456300
39143,0,40338000,0,53611200,37792800,13134600,4896900,7056000,70561800,171900,805500,82800,5110200,10343700,792702016,9591300,35992800
17191,0,9463500,0,68697904,26744400,2716200,762300,515700,139752896,827100,100476896,756000,4947300,256275904,1152597632,86679904,2762100
48011,0,47631600,0,31968900,4448700,342900,63000,8170200,18666900,151507808,262800,709281024,945899072,610200,440350208,1136700,8912700
27131,0,50874300,0,56230200,32788800,15365700,4398300,806400,128349000,902700,9567000,1263600,18568800,190453504,760190400,13643100,53861400
35009,0,2394000,0,127530896,24902100,9152100,5453100,889200,0,0,0,1494031488,657684928,2574000,1314843264,83700,8227800
29115,0,11881800,0,44629200,24900300,2377800,556200,1302300,207231296,1913400,29611800,1971900,4887000,750941120,432919808,73413904,17766900
27125,0,7495200,0,33797700,5206500,636300,160200,119700,17406000,166500,3869100,85500,1013400,5344200,882000896,96327904,68287504
49041,0,19263600,0,83385000,31899600,12651300,819000,22243500,534732288,1832067840,160758000,1966468480,84915904,36288900,154971904,8298000,1528200
13047,0,1229400,0,51751800,28916100,9710100,3111300,321300,138185104,27639000,43371000,8365500,10944900,113548496,1088100,1269000,495900
55045,0,2765700,0,49391100,30571200,4705200,1764900,964800,143655296,1184400,33194700,3377700,1939500,369264608,824742016,23230800,27009000
32009,0,6802200,0,29045700,6508800,759600,2700,1535172352,503100,622901696,52200,6998973440,44133300,3204900,27955800,12669300,1154700
20085,0,13179600,0,50921100,16364700,2509200,420300,212400,199176304,1215000,20878200,2444400,173061904,866044800,360432896,1482300,469800
37197,0,6768000,0,60339600,16188300,3319200,1234800,355500,311750112,27922500,83603696,13259700,18291600,241032608,107939696,1305000,200700
20161,0,31726800,0,54160200,47226600,16406100,5149800,2079900,204210000,9634500,5942700,1206000,881065792,22700700,341435712,7670700,11299500
55019,0,13789800,0,100938600,20722500,5167800,1353600,401400,825672576,52482600,220136400,24008400,14225400,71430304,1408866304,329359488,68655600
31051,0,19699200,0,36789300,11775600,905400,329400,1671300,64107000,14400,409500,158400,215111696,6014700,879178496,3682800,5062500
08013,0,32580000,3584700,70463696,93362400,44520300,11985300,29205900,18355500,804480320,1768500,262056608,269753408,66054600,113587200,27745200,33459300
48495,0,144000,0,27103500,6492600,3249900,740700,44781300,0,0,0,2027563264,58563900,0,3945600,139500,352800
48263,0,2190600,0,22748400,2860200,229500,62100,10142100,376200,3460500,4014000,1930438784,238152608,57600,117778496,240300,72000
42115,0,24782400,0,111340800,11864700,5517000,2268000,7230600,925925376,60879600,402389088,14928300,13302000,499836608,9916200,53826300,14619600
36107,0,11889900,0,68819400,17399700,4341600,1346400,3735000,453059104,61770600,326201408,8571600,6078600,349881312,47392200,18019800,7932600
28159,0,8328600,0,56420100,10336500,2862000,831600,585000,68263200,430087488,375556512,77132704,57554100,205729200,4477500,262048496,11425500
29211,0,10580400,0,44904600,12901500,1191600,319500,475200,369530112,5190300,78555600,3739500,8122500,933549312,186692400,28380600,3010500
28031,0,4581000,0,46546200,18531900,4016700,860400,620100,7502400,299816096,201811504,37089900,68085000,206947808,8330400,173949296,9009900
13287,0,13050900,0,27743400,12585600,2209500,676800,347400,5991300,162584992,24607800,9050400,19839600,8155800,329733888,157436096,4037400
31133,0,9887400,0,33588000,5074200,477900,184500,227700,109097104,1428300,1991700,1719000,352448992,60426900,542285120,2324700,349200
36121,0,11699100,0,70023600,12697200,2747700,842400,352800,447631200,38508300,115923600,8885700,3357900,155008800,568118720,93132896,11008800
19155,0,16432200,0,82498496,75339904,27058500,11824200,4613400,86731200,3592800,2486700,403200,63006300,172824304,1895239808,13189500,9663300
22105,0,125614800,0,122766304,55144800,18842400,5820300,9482400,4004100,575065792,22112100,152985600,61149600,367536608,3624300,551364288,95394600
23027,0,321047104,0,63564300,31733100,8302500,2286900,7505100,486042304,256510800,617361280,34443000,44909100,117210600,9729000,204069600,24696900
24005,0,124902896,0,268051504,157408192,86353200,30531600,8743500,496217696,8871300,90401400,7145100,4878900,202823104,149815808,24895800,8645400
26007,0,87929104,0,46586700,32600700,11455200,4193100,12412800,162990000,94093200,89294400,8496900,29583900,10162800,270802816,693288000,17335800
26017,0,44854200,0,43596900,81338400,37739700,10130400,3191400,64626300,2304900,10779300,518400,6260400,9152100,691362880,169596000,26999100
27119,0,100815296,0,159879600,46917900,8662500,2367900,4221900,164385904,2607300,13476600,845100,31800600,130197600,3983832064,145278000,371285088
29227,0,4147200,0,20147400,5126400,362700,57600,171900,136744192,975600,15660000,1216800,3240900,337016704,149652896,9276300,875700
31033,0,472500,0,85160704,12585600,3788100,1172700,774900,951300,225000,90900,263700,1112547584,26099100,1857222016,936000,5912100
32033,0,6557400,3600,65960100,18422100,5213700,676800,237028496,46960200,6811256832,28373400,14924144640,555610496,140180400,17702100,37204200,97119904
36079,0,37475100,0,65853000,27036000,12652200,2869200,1129500,416547904,2478600,14051700,1180800,4447800,11970000,189900,39017700,3014100
36101,0,44307000,0,185522400,37398600,12476700,3393900,4616100,1342209536,126871200,679132800,15390000,12714300,808408832,306907200,49321800,20970900
39105,0,8441100,0,49166100,10671300,2520000,434700,1858500,665737216,10261800,70798496,12025800,8882100,190562400,7203600,1015200,203400
45007,0,106238704,0,214872304,102859200,30571200,12732300,7221600,456400800,184653904,169592400,16758000,65557800,561265216,11335500,23892300,3747600
12047,0,41584500,0,63934200,13757400,2793600,868500,25227000,19688400,422019904,22806000,106060496,117651600,85446000,88572600,306342016,33047100
19061,0,21835800,0,71827200,48904200,19472400,6572700,2695500,214402496,4410900,65151000,1995300,29985300,280954816,815622272,6776100,2293200
01041,0,8689500,0,51535800,7135200,1242000,315000,278100,168387296,441557088,292371296,112212000,107360096,185504400,27138600,158016608,6220800
48379,0,63878400,0,11742300,21883500,1593000,528300,400500,59306400,383400,39406500,3599100,6547500,375134400,28800,71055000,6528600
48093,0,47922300,0,73008000,8240400,2187000,994500,745200,142353904,186453904,2712600,792020672,840575680,157080608,188297104,19568700,880200
13193,0,9032400,0,36648000,9156600,1912500,963000,1946700,46096200,192286800,132507904,21781800,65751300,14557500,318004192,182224800,4300200
48437,0,41738400,0,62134200,9414900,2133000,378900,357300,308700,227700,6300,8043300,1009116032,366300,1179574144,15300,19864800
13225,0,1763100,0,29527200,15016500,4690800,1548900,602100,38888100,56766600,49813200,9226800,27153000,30505500,117026096,29058300,1511100
29510,0,8769600,0,10393200,48408300,55231200,35126100,813600,518400,14400,425700,29700,174600,1848600,149400,775800,317700
20007,0,14804100,0,52613100,8835300,1958400,588600,234000,61168500,203400,1316700,2217600,2071535360,1089900,706013120,16287300,4772700
19197,0,8403300,0,49910400,17025300,5344200,1658700,1118700,6594300,93600,585900,900,19870200,48214800,1310156160,22171500,14138100
51145,0,7731900,0,30553200,4347000,1350900,236700,1488600,202906800,70020000,160841696,27881100,24390000,74125800,21803400,31224600,3186900
28087,0,44497800,0,73129504,42490800,16803000,5707800,3974400,50557500,68169600,98309696,14496300,16556400,376393504,129208496,335125792,57542400
38045,0,90997200,0,96509696,7410600,1578600,370800,2342700,13639500,190800,459000,10188000,172255504,297878400,2089285248,7725600,185218208
16017,0,480328192,0,37807200,31686300,7414200,1242900,15502500,8149500,3464995584,624600,541630784,187574400,15418800,3675600,112582800,61048800
26163,16167600,59390100,0,218605504,355671008,473262304,207392400,6462900,154677600,517500,6000300,752400,8299800,26730900,72906304,45302400,8287200
48017,0,4543200,0,58299300,5647500,1378800,562500,1200600,5400,0,0,935854208,228496496,18534600,884460608,171900,5599800
20117,0,18143100,0,70790400,20143800,2151000,1008900,1159200,185192096,2859300,3723300,872100,666331200,28696500,1334345344,4435200,4305600
22001,0,13855500,0,48094200,95552096,8327700,2405700,77400,2563200,26111700,28449000,2625300,2303100,106876800,1074111360,251829904,4329900
30101,1704600,39687300,0,65014200,11324700,2079900,341100,19281600,103500,10430100,27900,490928384,1710680448,190933200,2460548608,4527000,31202100
20097,0,2097000,0,59955300,6878700,1641600,386100,156600,679500,6300,42300,3077100,1070933376,2472300,720026112,4574700,2263500
55111,0,29633400,0,87335104,45979200,12107700,5062500,1452600,689633088,22527000,93608096,5662800,9585900,368945088,694769408,87690600,42588900
19151,0,3187800,0,43883100,21077100,3533400,600300,2679300,1581300,45900,502200,27900,9735300,21859200,1371376768,6579000,10542600
40087,0,18485100,0,56362500,17055900,7339500,2313900,7431300,266736608,720000,641700,11441700,833569216,135195296,157574704,238500,2124900
17101,0,10147500,0,52929000,17294400,2931300,591300,1375200,122595296,33300,14126400,656100,2601000,37945800,664243200,36966600,3780900
48375,0,11689200,0,54294300,63253800,23200200,16065000,1649700,1466100,18900,88200,1475365504,607711488,387900,98388000,5166000,29106000
47121,0,57234600,0,25978500,5675400,1413900,464400,288000,213894896,50783400,31243500,7256700,15741900,153820800,5290200,1886400,1594800
21095,0,2915100,0,32823000,18295200,7092000,1217700,15495300,933563712,1084500,157125600,25561800,39414600,4495500,0,79200,107100
24047,0,302007616,0,56529000,26039700,12799800,5373900,11362500,11565000,95827504,51401700,6511500,1382400,4900500,358599616,479249088,67110304
48497,0,60349500,0,97150496,54960300,19386900,5478300,16987500,359116192,1657800,1174500,24712200,1458812672,239063392,50535900,1584000,1550700
51183,0,7106400,0,42462000,8933400,2329200,355500,3322800,43331400,461043008,111576600,119886304,50625000,5566500,207528304,223659008,3770100
38097,0,10460700,0,81431104,13409100,3335400,678600,367200,10380600,499500,616500,40500,344700,8946900,2071538944,27536400,9009000
21189,0,901800,0,17509500,5119200,585900,47700,271800,386043296,446400,34696800,6057900,5974200,45284400,89100,45900,10800
17065,0,3848400,0,37159200,16749000,1307700,429300,141300,206524800,382500,29762100,520200,2335500,164242800,652603520,11742300,1025100
48025,0,851400,0,49338900,26544600,9237600,2310300,3659400,43694100,3388500,99444600,975933888,4949100,780260416,226530896,46926000,2930400
56021,0,4214700,0,108276304,45459000,27057600,8446500,3066300,170100,59748300,30600,361307712,5264511488,4206600,977370304,14820300,80073904
56019,0,32904000,94500,44693100,16231500,3244500,503100,11357100,9395100,1474338560,1693800,5927378432,3100580096,24849900,53035200,58863600,75811504
48053,0,56614500,0,85881600,18439200,7014600,3113100,5012100,251864992,701934272,2682000,1033638272,444854688,2055600,4363200,4797000,660600
18063,0,4604400,0,88082096,64622700,31290300,12964500,236700,104265000,453600,10714500,517500,5898600,79569904,684491392,1014300,758700
37199,0,1910700,0,42204600,3767400,1197900,252000,428400,548064000,25765200,168451200,4793400,4338000,57194100,377100,174600,25200
05027,0,13477500,0,45601200,35468100,7985700,2629800,1045800,93030304,1194279296,40734000,114614096,102339904,66453300,18000,244226704,4590900
05031,0,18184500,0,105192896,37529100,20708100,7775100,2324700,28620900,3184200,91242896,1202400,2082600,93981600,1303741824,124869600,3400200
48163,0,3981600,0,54389700,22364100,7582500,1425600,1444500,31730400,1910700,33423300,1889462656,126761400,160220704,541232128,57620700,7123500
37109,0,27048600,0,70100096,47122200,9000900,3395700,698400,199355392,46428300,108506704,12872700,17393400,205345792,45877500,3325500,333000
17057,0,88706704,0,47112300,59931900,11477700,1988100,1329300,622978176,318600,80559904,1730700,6053400,202536896,1112237056,27530100,12583800
37047,0,48779100,0,86685296,30944700,5315400,1843200,879300,7436700,606661184,18541800,100812600,46539900,176400,615414592,879633024,23187600
48237,0,16898400,0,48291300,11628000,4580100,993600,2125800,481037408,41075100,289800,230516096,1483892992,9351900,49812300,4172400,352800
08095,0,453600,0,57800700,3810600,894600,320400,234000,428400,0,171900,67500,269360096,78402600,1374068736,22500,87300
19113,0,21077100,0,113770800,97713904,48547800,20127600,3351600,132491696,1613700,39296700,303300,34675200,167090400,1114389888,62927100,11843100
13219,0,4449600,0,38921400,18217800,4850100,1273500,1710900,133765200,64383300,50065200,5776200,12528000,129463200,657900,15743700,484200
13273,0,5278500,0,29859300,6774300,1372500,441900,276300,19174500,199134000,55116900,12258900,26942400,3942000,359254784,157602592,5644800
27149,0,52877700,0,53248500,8383500,3600000,1436400,1839600,12521700,16200,207900,6300,8186400,26723700,1228236288,955800,101700896
27141,0,43865100,0,65247300,34951500,20548800,6247800,2519100,207836096,25911000,8495100,4119300,13745700,203730304,314030688,52087500,161490592
39057,0,6375600,0,114362096,76175104,24317100,7733700,2862900,131859904,1560600,18174600,174600,2922300,101547000,580691712,1811700,2922300
49027,0,20527200,0,99830704,52600500,11058300,814500,1061679616,171261904,1304883840,36216900,12163772416,2084904960,75288600,475130688,66456900,53248500
26091,0,30927600,0,93673800,59870700,15163200,6745500,2154600,170424896,2114100,6794100,903600,2288700,163400400,1235771136,171755104,8698500
26129,0,29012400,0,64108800,31698900,4433400,1323000,1522800,401934592,134785792,135898208,79814704,44059500,10475100,243018000,296751616,8309700
38037,0,22022100,0,84001504,6437700,438300,57600,5158800,38283300,266400,534600,7437600,2523673856,314403296,1279244672,15332400,41842800
18033,0,7002000,0,45067500,22519800,8716500,5192100,566100,89598600,1851300,1563300,4268700,1196100,106232400,582470976,58624200,6268500
20029,0,13421700,0,58104900,16017300,3078000,966600,1313100,79968600,17100,2180700,216900,625342528,3535200,1051817408,5240700,615600
18057,0,17933400,0,134028000,116338496,59502600,16002000,1007100,61086600,576900,1068300,153000,7936200,64788300,546308096,8382600,2754000
29037,0,21223800,0,103228200,76544096,16402500,4612500,4404600,264814208,36000,2824200,2811600,6030000,856958400,438925504,36001800,3573000
22037,0,12284100,0,39476700,5773500,1597500,513900,5871600,45244800,318750304,175489200,71275504,25815600,249236096,5052600,242261104,5327100
08041,0,8798400,0,248739296,166958096,106393504,31293000,7617600,35995500,671894080,2119500,679601728,3434953472,3287700,36221400,10707300,53281800
29213,0,49298400,0,61463700,34138800,15819300,4308300,4963500,813270592,194018400,169454704,18074700,29115000,288100800,26100,2398500,245700
51047,0,6178500,0,61845300,13370400,5353200,1361700,1592100,246006000,39015000,143800192,17603100,15827400,295046112,90490496,23846400,4708800
37075,0,26716500,0,26334900,2709900,851400,246600,584100,392007616,22653000,282852000,6111900,2133900,9954900,18900,691200,36900
29197,0,2915100,0,27039600,7358400,513900,99000,48600,164685600,2471400,18893700,1022400,2757600,436599008,132437696,11056500,2986200
28039,0,18865800,0,43764300,8141400,1629900,352800,2506500,2098800,396580512,42450300,70507800,62823600,117662400,45287100,430152288,9733500
19051,0,8076600,0,38865600,12661200,998100,268200,430200,256579200,3586500,20318400,1965600,5796900,556721984,377361888,21024000,1807200
28021,0,35168400,0,29325600,5295600,1335600,432900,2590200,563371200,119924096,172519200,41585400,32564700,78471000,35471700,146666704,3744000
28163,0,51386400,0,79209904,10839600,3633300,1110600,4319100,656049600,65762100,124087504,17873100,9021600,268890304,736515904,387823488,22491000
16021,792000,23731200,0,20441700,12488400,2038500,265500,2433600,7067700,2498674432,292500,353824192,158445904,3027600,174032992,21504600,29913300
48173,0,1135800,0,77823000,18327600,4271400,961200,1427400,837900,72000,140400,1687586432,16147800,0,510993888,9002700,6508800
37137,0,564453888,0,32035500,5394600,763200,135000,1511100,5174100,161325904,24701400,18015300,10008900,1624500,148788896,357303616,94318200
21125,0,17674200,0,64653300,51317100,16184700,6113700,5294700,381611712,2824200,290958304,13185000,23361300,301061696,1243800,3036600,719100
56001,0,111287696,0,51724800,16450200,9199800,1672200,7707600,41733000,1365616768,5008500,5057059328,3967000320,108967504,0,99893696,315908992
21147,0,6912900,0,46188900,10620900,3358800,955800,3164400,341133312,9187200,641450688,6048000,12876300,30748500,59400,229500,220500
